seg	lat	lon	eleGPX	ele	eleShift	wind	grade	dist	radius	course	pTarget	pRider	pBrake	vMax	vTarget	vEntry	vExit	segTime	cumTime	cumDist	calcPath	calcSteps
173	38.039116	-5.718456	665.75	665.75	0.00	-5.71	3.90	6.42	0	55	119	101	0	80.00	10.11	16.10	15.01	1.50	0.741	13.860	2	1
174	38.039149	-5.718396	666.00	666.00	0.00	-7.98	3.92	6.41	20	37	120	102	0	80.00	11.48	15.01	14.22	1.63	0.741	13.866	2	1
175	38.039195	-5.718352	666.00	666.25	0.25	-9.43	3.92	6.36	20	19	120	102	0	80.00	12.88	14.22	13.80	1.69	0.742	13.872	2	1
176	38.039249	-5.718328	666.50	666.50	0.00	-10.00	7.90	6.35	21	2	160	136	0	80.00	8.91	13.80	11.86	1.80	0.742	13.879	2	2
177	38.039306	-5.718326	667.00	667.00	0.00	-9.79	3.93	3.41	13	348	120	150	0	80.00	13.26	11.86	12.25	0.98	0.743	13.885	1	1
178	38.039336	-5.718334	667.00	667.13	0.13	-8.63	3.93	2.96	7	30	120	123	0	80.00	12.04	12.25	12.25	0.87	0.743	13.888	4	0
179	38.039359	-5.718317	667.25	667.25	0.00	-8.09	7.29	6.88	24	36	157	134	0	80.00	8.45	12.25	10.22	2.24	0.743	13.891	2	2
180	38.039409	-5.718271	667.75	667.75	0.00	-5.77	6.84	3.66	13	55	152	129	0	80.00	7.84	10.22	9.15	1.37	0.744	13.898	2	1
181	38.039428	-5.718237	668.00	668.00	0.00	-3.81	4.93	8.74	28	68	133	140	0	80.00	8.70	9.15	9.15	3.44	0.744	13.902	4	0
182	38.039458	-5.718145	668.75	668.43	-0.32	-0.75	4.93	26.77	0	86	139	138	0	80.00	8.84	9.15	8.84	10.89	0.745	13.911	24	1
183	38.039476	-5.717841	669.75	669.75	0.00	-0.78	4.39	22.81	0	86	135	126	0	80.00	9.42	8.84	8.84	9.29	0.748	13.937	4	0
184	38.039492	-5.717582	670.75	670.75	0.00	-0.72	4.06	24.65	0	86	133	139	0	80.00	9.82	8.84	9.82	9.14	0.751	13.960	14	1
185	38.039508	-5.717302	671.75	671.75	0.00	-0.54	4.22	59.35	0	87	134	134	0	80.00	9.61	9.82	9.61	22.22	0.753	13.985	24	1
186	38.039537	-5.716627	674.25	674.25	0.00	1.04	3.91	12.80	50	96	136	135	0	80.00	9.67	9.61	9.61	4.79	0.759	14.044	4	0
187	38.039525	-5.716482	674.75	674.75	0.00	4.44	1.75	42.78	0	116	134	139	0	80.00	10.87	9.61	10.87	14.33	0.761	14.057	14	1
188	38.039354	-5.716045	675.50	675.50	0.00	5.01	2.32	43.20	0	120	138	135	0	80.00	9.73	10.87	9.73	15.80	0.765	14.100	24	1
189	38.039159	-5.715619	676.50	676.50	0.00	5.09	2.15	34.87	0	121	138	138	0	80.00	9.87	9.73	9.87	12.73	0.769	14.143	14	1
190	38.038999	-5.715277	677.25	677.25	0.00	4.43	1.51	16.54	41	116	132	147	0	80.00	11.24	9.87	11.24	5.48	0.773	14.178	14	1
191	38.038933	-5.715108	677.50	677.50	0.00	-2.11	4.32	11.59	27	78	131	111	0	80.00	9.48	11.24	9.71	4.03	0.774	14.194	2	1
192	38.038955	-5.714979	678.00	678.00	0.00	-4.01	2.68	74.52	0	66	110	116	0	80.00	11.86	9.71	11.86	23.02	0.775	14.206	14	2
193	38.039224	-5.714201	680.00	680.00	0.00	-4.28	1.53	65.33	0	65	97	116	0	80.00	15.83	11.86	15.83	16.19	0.782	14.281	14	3
194	38.039476	-5.713528	681.00	681.00	0.00	-4.38	0.98	51.14	0	64	91	114	0	80.00	19.30	15.83	18.37	10.58	0.786	14.346	1	2
195	38.039678	-5.713004	681.50	681.50	0.00	-1.76	-0.88	28.34	0	80	54	68	0	80.00	25.00	18.37	20.17	5.27	0.789	14.397	1	2
196	38.039723	-5.712686	681.25	681.25	0.00	-0.53	0.28	88.19	0	87	101	97	0	80.00	19.70	20.17	19.70	16.11	0.791	14.425	204	1
197	38.039765	-5.711682	681.50	681.50	0.00	-0.72	-1.55	32.19	0	86	31	60	0	80.00	24.28	19.70	21.57	5.57	0.795	14.514	1	2
198	38.039786	-5.711316	681.00	681.00	0.00	-0.36	0.73	137.37	0	88	107	90	0	80.00	17.76	21.57	17.76	27.13	0.797	14.546	24	3
199	38.039831	-5.709751	682.00	682.00	0.00	-0.84	2.43	61.82	0	85	119	102	0	80.00	12.76	17.76	12.76	15.10	0.804	14.683	24	3
200	38.039878	-5.709049	683.50	683.50	0.00	-0.53	2.07	84.43	0	87	117	121	0	80.00	13.54	12.76	13.54	22.51	0.808	14.745	14	1
201	38.039918	-5.708088	685.25	685.25	0.00	-0.54	2.38	768.58	0	87	120	120	0	80.00	12.79	13.54	12.79	216.16	0.815	14.829	24	1
202	38.040289	-5.699341	703.50	703.50	0.00	-4.68	-1.60	46.96	0	62	0	60	0	80.00	34.77	12.79	20.45	10.02	0.875	15.598	1	5
203	38.040487	-5.698868	702.75	702.75	0.00	-7.02	0.34	73.87	0	45	71	89	0	80.00	25.00	20.45	22.54	12.25	0.877	15.645	1	2
204	38.040954	-5.698268	703.00	703.00	0.00	-8.00	-1.70	117.92	0	37	0	20	0	80.00	47.69	22.54	29.76	15.87	0.881	15.719	1	5
205	38.041804	-5.697462	701.00	701.00	0.00	-7.45	0.00	36.67	0	42	48	0	0	80.00	25.00	29.76	28.65	4.56	0.885	15.837	20	1
206	38.042050	-5.697183	701.00	701.00	0.00	-5.72	-0.62	40.20	0	55	9	0	0	80.00	25.00	28.65	28.23	5.16	0.887	15.873	20	1
207	38.042257	-5.696807	700.75	700.75	0.00	-4.67	-2.50	60.14	0	62	0	0	0	80.00	42.16	28.23	31.49	7.23	0.888	15.914	10	2
208	38.042510	-5.696201	699.25	699.25	0.00	-4.58	0.76	65.92	0	63	88	0	0	80.00	21.02	31.49	26.13	8.27	0.890	15.974	20	4
209	38.042782	-5.695533	699.75	699.75	0.00	-4.62	2.98	58.67	0	62	111	38	0	80.00	11.19	26.13	15.46	10.71	0.892	16.040	2	7
210	38.043026	-5.694940	701.50	701.50	0.00	-2.33	4.47	22.39	0	77	132	112	0	80.00	9.27	15.46	11.06	6.19	0.895	16.098	2	3
211	38.043073	-5.694692	702.50	702.50	0.00	-0.43	3.03	41.28	0	88	125	128	0	80.00	11.40	11.06	11.40	13.05	0.897	16.121	14	1
212	38.043089	-5.694222	703.75	703.75	0.00	-2.84	5.65	26.58	85	73	142	131	0	80.00	8.14	11.40	8.14	10.77	0.901	16.162	24	2
213	38.043157	-5.693932	705.25	705.25	0.00	-6.17	6.76	59.32	0	52	151	151	0	80.00	7.99	8.14	7.99	26.71	0.904	16.189	24	1
214	38.043486	-5.693401	709.25	709.25	0.00	-5.80	3.60	62.47	0	55	116	122	0	80.00	10.55	7.99	10.55	21.78	0.911	16.248	14	2
215	38.043812	-5.692821	711.50	711.50	0.00	-5.08	1.29	38.69	0	59	92	115	0	80.00	16.81	10.55	15.20	10.53	0.917	16.310	1	3
216	38.043989	-5.692441	712.00	712.00	0.00	-4.27	-1.89	105.64	0	65	0	48	0	80.00	36.03	15.20	26.61	17.39	0.920	16.349	1	7
217	38.044395	-5.691352	710.00	710.00	0.00	-4.73	-4.94	88.32	0	62	-275	0	0	41.50	41.50	26.61	38.35	9.70	0.925	16.455	10	8
218	38.044771	-5.690466	706.75	705.64	-1.11	-5.51	-4.94	38.31	0	57	-314	0	-314	41.50	41.50	38.35	41.50	3.43	0.927	16.543	105	2
219	38.044961	-5.690102	703.75	703.75	0.00	-6.88	-2.66	65.81	0	46	-108	0	0	43.74	43.74	41.50	43.55	5.56	0.928	16.581	10	2
220	38.045369	-5.689558	702.00	702.00	0.00	-6.11	-1.33	37.58	0	52	-11	0	-646	35.52	35.52	43.55	35.52	3.71	0.930	16.647	35	3
221	38.045576	-5.689219	701.50	701.50	0.00	-2.66	-2.07	12.10	39	75	-35	0	-1364	27.15	27.15	35.52	27.15	1.46	0.931	16.685	35	3
222	38.045605	-5.689086	701.25	701.25	0.00	-0.32	-2.08	24.05	0	88	14	0	0	44.29	24.97	27.15	26.66	3.25	0.931	16.697	20	1
223	38.045612	-5.688812	700.75	700.75	0.00	-0.16	-0.28	42.28	0	89	96	17	0	80.00	21.38	26.66	22.96	6.26	0.932	16.721	2	3
224	38.045618	-5.688330	699.75	700.63	0.88	0.17	-0.28	45.53	0	91	97	65	0	80.00	20.83	22.96	21.17	7.59	0.934	16.763	2	2
225	38.045611	-5.687811	700.50	700.50	0.00	0.38	2.14	23.35	0	92	121	24	0	80.00	12.93	21.17	15.79	4.70	0.936	16.809	2	4
226	38.045603	-5.687545	701.00	701.00	0.00	1.17	0.00	50.34	0	97	105	127	0	80.00	18.21	15.79	18.21	10.46	0.937	16.832	14	2
227	38.045550	-5.686975	701.00	701.00	0.00	1.61	-0.82	30.31	0	99	87	74	0	51.98	19.31	18.21	18.21	5.99	0.940	16.882	4	0
228	38.045506	-5.686634	700.75	700.75	0.00	0.81	-3.22	23.33	0	95	0	60	0	34.14	27.09	18.21	21.33	4.22	0.942	16.913	1	2
229	38.045489	-5.686369	700.00	700.00	0.00	-2.01	-1.97	12.72	34	78	-23	60	0	25.39	25.39	21.33	22.52	2.08	0.943	16.936	1	1
230	38.045512	-5.686227	699.75	699.75	0.00	-5.47	-3.85	6.50	25	57	-177	0	-274	21.89	21.89	22.52	21.89	1.07	0.944	16.949	35	1
231	38.045544	-5.686165	699.50	699.50	0.00	-6.58	0.00	13.16	51	49	48	61	0	31.07	25.00	21.89	22.09	2.09	0.944	16.955	1	1
232	38.045622	-5.686052	699.50	699.50	0.00	-8.58	1.54	26.51	0	31	95	39	0	80.00	18.79	22.09	20.14	4.66	0.945	16.968	2	2
233	38.045827	-5.685897	699.25	699.91	0.66	-9.09	1.54	38.48	0	25	95	100	0	80.00	19.57	20.14	20.14	6.88	0.946	16.995	4	0
234	38.046142	-5.685714	700.50	700.50	0.00	-8.01	2.30	43.53	0	37	102	53	0	80.00	15.09	20.14	15.73	9.27	0.948	17.033	2	3
235	38.046456	-5.685417	701.50	701.50	0.00	-7.31	4.46	30.87	0	43	125	107	0	80.00	10.27	15.73	10.98	8.62	0.950	17.077	2	4
236	38.046659	-5.685177	702.25	702.88	0.63	-7.41	4.46	19.63	0	42	125	135	0	80.00	10.34	10.98	10.98	6.44	0.953	17.108	4	0
237	38.046790	-5.685027	703.75	703.75	0.00	-5.82	6.06	33.06	0	54	143	136	0	80.00	8.26	10.98	8.26	13.71	0.955	17.127	24	2
238	38.046963	-5.684721	705.75	705.75	0.00	-5.25	4.75	47.45	0	58	128	131	0	80.00	9.03	8.26	9.03	18.97	0.958	17.160	14	1
239	38.047187	-5.684261	708.00	708.00	0.00	-4.26	2.67	28.13	0	65	109	126	0	80.00	11.87	9.03	11.87	9.16	0.964	17.208	14	2
240	38.047295	-5.683971	708.75	708.75	0.00	-1.60	0.00	86.99	0	81	91	114	0	80.00	22.43	11.87	20.63	18.24	0.966	17.236	1	5
241	38.047420	-5.682992	708.75	708.75	0.00	-1.56	0.77	41.92	0	81	101	72	0	80.00	18.79	20.63	18.89	7.78	0.971	17.323	2	2
242	38.047479	-5.682520	709.75	709.07	-0.68	-1.85	0.77	22.76	0	79	100	98	0	80.00	19.07	18.89	18.89	4.34	0.973	17.365	4	0
243	38.047517	-5.682265	709.25	709.25	0.00	-3.85	-1.06	23.66	0	67	0	60	0	80.00	25.14	18.89	20.86	4.25	0.975	17.388	1	2
244	38.047599	-5.682016	709.00	709.00	0.00	-4.99	-1.86	26.93	0	60	0	60	0	80.00	38.31	20.86	23.93	4.31	0.976	17.411	1	2
245	38.047720	-5.681750	708.50	708.50	0.00	-4.93	0.71	105.44	0	60	86	64	0	80.00	21.47	23.93	21.47	17.09	0.977	17.438	24	2
246	38.048188	-5.680704	709.25	709.25	0.00	-4.80	4.50	50.03	0	61	126	76	0	80.00	9.15	21.47	9.15	13.56	0.982	17.544	24	7
247	38.048404	-5.680204	711.50	711.50	0.00	-6.02	6.66	22.56	70	53	150	145	0	80.00	7.99	9.15	7.99	9.99	0.986	17.594	24	1
248	38.048526	-5.679999	713.00	713.00	0.00	-8.90	3.02	16.59	59	27	110	137	0	80.00	14.17	7.99	12.53	5.60	0.988	17.616	1	3
249	38.048659	-5.679913	713.50	713.50	0.00	-9.35	4.48	27.93	0	21	126	135	0	80.00	11.86	12.53	12.53	8.03	0.990	17.633	4	0
250	38.048894	-5.679800	714.75	714.75	0.00	-9.55	5.12	73.33	0	17	133	129	0	80.00	11.18	12.53	11.18	23.36	0.992	17.661	24	1
251	38.049524	-5.679552	718.50	718.50	0.00	-9.22	1.59	33.72	0	23	95	119	0	80.00	19.52	11.18	16.43	8.51	0.999	17.734	1	4
252	38.049804	-5.679403	720.00	719.04	-0.96	-6.59	1.59	12.13	31	49	95	97	0	39.60	16.20	16.43	16.43	2.66	1.001	17.768	4	0
253	38.049876	-5.679299	719.75	719.23	-0.52	-3.69	-1.56	14.73	53	68	0	60	0	31.89	30.86	16.43	18.55	3.00	1.002	17.780	1	2
254	38.049925	-5.679143	719.00	719.00	0.00	-1.91	2.27	22.08	0	79	113	96	0	80.00	13.38	18.55	16.58	4.56	1.003	17.795	2	2
255	38.049963	-5.678896	719.50	719.50	0.00	-4.11	4.40	11.36	26	66	127	108	0	80.00	9.20	16.58	14.25	2.68	1.004	17.817	2	2
256	38.050005	-5.678778	720.00	720.00	0.00	-8.74	4.33	11.57	25	29	124	105	0	80.00	11.52	14.25	12.88	3.07	1.005	17.828	2	2
257	38.050096	-5.678714	720.50	720.50	0.00	-9.75	5.99	12.55	57	13	142	121	0	80.00	10.40	12.88	11.04	3.85	1.005	17.840	2	2
258	38.050206	-5.678682	721.25	721.25	0.00	-9.97	6.95	36.04	0	4	154	148	0	80.00	9.75	11.04	9.75	13.11	1.006	17.852	24	1
259	38.050529	-5.678652	723.75	723.75	0.00	-9.93	7.57	82.83	0	7	160	159	0	80.00	9.26	9.75	9.26	32.17	1.010	17.888	24	1
260	38.051268	-5.678542	730.00	730.00	0.00	-9.59	6.55	11.48	54	16	149	139	0	80.00	9.79	9.26	9.26	4.46	1.019	17.971	4	0
261	38.051367	-5.678505	730.75	730.75	0.00	-8.78	4.18	6.96	29	29	122	153	0	80.00	11.76	9.26	10.82	2.45	1.020	17.983	1	2
262	38.051422	-5.678467	731.25	731.04	-0.21	-7.20	4.18	16.96	82	44	122	126	0	80.00	10.54	10.82	10.82	5.64	1.021	17.990	4	0
263	38.051532	-5.678333	731.75	731.75	0.00	-6.59	1.33	75.12	0	49	92	115	0	80.00	17.46	10.82	17.45	18.14	1.023	18.007	1	4
264	38.051978	-5.677689	732.75	732.75	0.00	-7.20	1.39	53.83	0	44	93	96	0	80.00	17.73	17.45	17.73	10.94	1.028	18.082	14	1
265	38.052327	-5.677263	733.50	733.50	0.00	-7.88	4.13	96.84	0	38	122	113	0	80.00	11.08	17.73	11.08	28.20	1.031	18.136	24	4
266	38.053014	-5.676584	737.50	737.50	0.00	-7.12	1.97	11.38	49	45	99	124	0	80.00	15.21	11.08	12.88	3.36	1.038	18.232	1	2
267	38.053087	-5.676493	738.25	737.72	-0.53	-4.34	1.97	11.00	36	64	101	94	0	80.00	13.85	12.88	12.88	3.08	1.039	18.244	4	0
268	38.053130	-5.676380	738.50	737.94	-0.56	-1.80	-0.61	72.68	0	80	72	90	0	69.42	25.00	12.88	20.59	15.05	1.040	18.255	1	5
269	38.053248	-5.675565	737.50	737.50	0.00	-1.82	-3.55	76.40	0	80	0	29	0	42.88	38.46	20.59	29.01	10.76	1.044	18.327	1	5
270	38.053373	-5.674709	736.00	734.79	-1.21	-0.89	-3.55	31.37	0	85	0	0	0	42.88	35.10	29.01	30.15	3.79	1.047	18.404	10	1
271	38.053398	-5.674353	735.50	733.68	-1.82	1.49	-7.40	39.67	0	99	-121	0	0	38.93	38.93	30.15	34.24	4.41	1.048	18.435	10	3
272	38.053345	-5.673907	730.75	730.75	0.00	2.34	-8.41	62.38	0	104	-236	0	-252	33.82	33.82	34.24	33.82	6.64	1.050	18.475	35	1
273	38.053214	-5.673218	722.25	725.52	3.27	5.20	-5.71	13.47	37	121	19	0	-1940	26.39	24.79	33.82	26.24	1.75	1.052	18.537	320	4
274	38.053151	-5.673087	721.50	724.75	3.25	8.25	-2.28	15.07	55	146	97	0	0	32.24	11.29	26.24	21.20	2.30	1.052	18.551	20	4
275	38.053039	-5.672990	722.00	724.41	2.41	8.84	-2.28	28.89	0	152	98	46	0	80.00	10.43	21.20	13.09	6.49	1.053	18.566	2	5
276	38.052809	-5.672836	723.75	723.75	0.00	7.17	0.89	55.88	0	136	131	125	0	32.64	9.43	13.09	9.43	20.28	1.054	18.595	24	3
277	38.052448	-5.672392	724.25	724.25	0.00	3.75	-0.75	16.28	27	112	109	136	0	22.74	16.26	9.43	13.57	4.91	1.060	18.651	1	3
278	38.052393	-5.672220	724.75	724.13	-0.62	-2.31	-3.20	7.22	28	77	-113	0	0	23.22	23.22	13.57	15.06	1.81	1.061	18.667	10	1
279	38.052408	-5.672140	724.50	723.90	-0.60	-1.25	-7.91	10.73	50	83	-418	0	0	30.74	30.74	15.06	20.11	2.19	1.062	18.674	10	3
280	38.052420	-5.672019	724.25	723.05	-1.20	-5.87	-7.91	54.58	0	54	-631	0	0	38.39	38.39	20.11	36.66	6.89	1.063	18.685	10	10
281	38.052708	-5.671517	718.75	718.75	0.00	-4.27	-8.54	35.24	0	65	-626	0	-626	37.68	37.68	36.66	37.68	3.37	1.064	18.739	105	1
282	38.052843	-5.671155	715.75	715.75	0.00	-4.48	-9.83	38.35	0	63	-745	0	-852	36.23	36.23	37.68	36.23	3.81	1.065	18.775	35	1
283	38.052997	-5.670766	712.00	712.00	0.00	-4.35	-10.25	50.04	0	64	-774	0	-800	35.73	35.73	36.23	35.73	5.04	1.066	18.813	35	1
284	38.053192	-5.670255	706.00	706.90	0.90	-2.59	-6.95	35.68	0	75	-378	0	-378	39.42	39.42	35.73	39.42	3.38	1.068	18.863	105	3
285	38.053275	-5.669863	703.25	704.42	1.17	2.01	-3.09	27.68	0	102	7	0	0	43.33	22.74	39.42	36.44	2.64	1.069	18.899	20	2
286	38.053225	-5.669554	702.50	703.57	1.07	2.64	-3.09	31.94	0	105	12	0	0	80.00	20.97	36.44	32.95	3.32	1.070	18.926	20	3
287	38.053149	-5.669203	701.00	702.58	1.58	-1.11	0.26	22.95	0	84	98	0	0	38.34	20.60	32.95	30.17	2.63	1.070	18.958	20	2
288	38.053172	-5.668943	697.00	702.64	5.64	1.24	0.26	18.74	42	97	109	0	-1886	28.16	17.35	30.17	25.24	2.51	1.071	18.981	320	3
289	38.053151	-5.668731	693.75	702.69	8.94	6.55	0.26	12.54	25	131	127	0	-1516	21.64	10.85	25.24	17.57	2.25	1.072	19.000	320	4
290	38.053077	-5.668623	692.00	702.72	10.72	9.10	0.26	14.63	26	156	127	108	0	22.15	8.20	17.57	12.01	3.65	1.073	19.013	2	4
291	38.052957	-5.668554	690.50	702.76	12.26	9.72	0.26	20.79	33	194	127	115	0	25.10	7.67	12.01	7.67	8.45	1.074	19.027	24	3
292	38.052775	-5.668610	691.50	702.81	11.31	8.09	0.26	13.58	43	216	127	140	0	28.69	9.17	7.67	9.17	5.51	1.076	19.048	14	1
293	38.052676	-5.668701	693.25	702.85	9.60	6.47	0.26	58.67	0	230	127	132	0	41.44	10.95	9.17	10.95	19.54	1.077	19.062	14	1
294	38.052334	-5.669211	703.00	703.00	0.00	9.26	-1.25	20.01	53	202	114	104	0	31.86	9.19	10.95	9.19	7.43	1.083	19.120	24	1
295	38.052167	-5.669297	702.75	702.75	0.00	9.93	-3.24	62.84	0	187	101	104	0	30.21	10.58	9.19	10.58	21.58	1.085	19.140	14	1
296	38.051605	-5.669380	699.50	700.71	1.21	9.32	-3.24	14.30	23	159	96	84	0	20.73	11.29	10.58	10.58	4.87	1.091	19.203	4	0
297	38.051485	-5.669321	700.25	700.25	0.00	4.08	-2.51	14.42	26	114	54	67	0	22.39	17.62	10.58	13.24	4.26	1.092	19.217	1	2
298	38.051432	-5.669171	699.50	699.89	0.39	1.08	-5.82	15.47	47	96	-147	0	0	30.04	30.04	13.24	18.14	3.53	1.093	19.232	10	3
299	38.051417	-5.668996	699.50	698.99	-0.51	-2.08	-5.82	14.46	39	78	-283	0	0	27.36	27.36	18.14	22.25	2.57	1.094	19.247	10	3
300	38.051444	-5.668835	698.75	698.15	-0.60	-5.85	-9.35	17.71	0	54	-754	0	0	36.77	36.77	22.25	29.49	2.46	1.095	19.262	10	5
301	38.051537	-5.668672	696.50	696.50	0.00	-2.17	-6.73	52.41	0	77	-326	0	0	39.65	39.65	29.49	37.45	5.60	1.096	19.279	10	5
302	38.051639	-5.668090	691.75	692.98	1.23	0.19	-6.73	40.62	0	91	-151	0	-151	39.65	39.65	37.45	39.65	3.79	1.097	19.332	105	2
303	38.051632	-5.667628	690.25	690.25	0.00	2.02	-0.74	135.52	0	102	94	29	0	80.00	18.61	39.65	21.45	17.60	1.098	19.372	2	11
304	38.051385	-5.666115	689.25	689.25	0.00	0.63	-2.25	21.19	84	94	15	1	0	30.31	22.98	21.45	21.45	3.56	1.103	19.508	4	0
305	38.051373	-5.665874	688.00	688.77	0.77	-2.45	-5.20	12.23	25	76	-227	0	-227	21.76	21.76	21.45	21.76	2.02	1.104	19.529	105	1
306	38.051400	-5.665739	688.50	688.14	-0.36	-7.95	-5.20	21.26	30	37	-282	0	-282	23.96	23.96	21.76	23.96	3.26	1.105	19.541	105	2
307	38.051552	-5.665592	688.25	687.03	-1.22	-9.98	-6.90	29.55	0	4	-628	0	0	39.47	39.47	23.96	32.25	3.78	1.106	19.563	10	5
308	38.051817	-5.665570	685.00	685.00	0.00	-9.85	-8.65	58.01	0	10	-768	0	-768	37.56	37.56	32.25	37.56	5.70	1.107	19.592	105	3
309	38.052330	-5.665457	680.00	680.00	0.00	-9.88	-9.74	18.05	88	9	-845	0	-1039	36.33	36.33	37.56	36.33	1.79	1.108	19.650	35	1
310	38.052490	-5.665426	678.25	678.25	0.00	-9.74	-10.67	16.50	65	347	-834	0	-1410	32.49	32.49	36.33	32.49	1.78	1.109	19.668	35	2
311	38.052634	-5.665468	676.50	676.50	0.00	-9.48	-11.55	13.08	38	341	-761	0	-1568	26.96	26.96	32.49	26.96	1.63	1.109	19.685	35	2
312	38.052745	-5.665515	675.00	675.00	0.00	-6.19	-10.43	23.25	0	308	-844	0	-844	35.52	35.52	26.96	35.52	2.67	1.110	19.698	105	5
313	38.052874	-5.665722	671.75	672.59	0.84	-7.77	-7.32	33.81	0	321	-562	0	-717	33.36	33.36	35.52	33.36	3.64	1.111	19.721	35	1
314	38.053110	-5.665964	667.75	670.12	2.37	-9.11	-7.32	14.53	37	336	-459	0	-1338	26.44	26.44	33.36	26.44	1.84	1.112	19.755	35	2
315	38.053229	-5.666032	666.25	669.06	2.81	-9.99	-4.40	9.90	21	3	-229	0	-909	20.21	20.21	26.44	20.21	1.63	1.112	19.769	35	2
316	38.053318	-5.666027	665.75	668.63	2.88	-8.79	-0.85	29.05	79	28	-1	60	0	38.80	38.80	20.21	22.62	4.84	1.113	19.779	1	2
317	38.053548	-5.665869	662.75	668.38	5.63	-8.26	1.18	19.62	0	34	91	30	0	80.00	20.25	22.62	21.30	3.27	1.114	19.808	2	2
318	38.053694	-5.665743	659.75	668.61	8.86	-7.87	1.18	17.21	0	38	91	10	0	80.00	19.72	21.30	19.72	3.03	1.115	19.828	204	1
319	38.053816	-5.665622	657.25	668.81	11.56	-6.49	1.18	14.53	49	50	91	77	0	80.00	18.25	19.72	19.39	2.76	1.116	19.845	2	1
320	38.053901	-5.665496	655.75	668.98	13.23	-3.26	1.18	12.25	32	71	98	83	0	80.00	17.90	19.39	19.07	2.37	1.116	19.860	2	1
321	38.053937	-5.665364	655.50	669.13	13.63	0.61	1.18	12.66	26	94	115	98	0	80.00	15.27	19.07	18.10	2.47	1.117	19.872	2	1
322	38.053930	-5.665220	656.50	669.28	12.78	5.92	1.18	18.18	32	126	133	113	0	80.00	10.33	18.10	13.69	4.18	1.118	19.885	2	3
323	38.053833	-5.665053	660.00	669.49	9.49	8.70	1.18	15.31	85	150	133	113	0	59.65	7.84	13.69	8.65	5.20	1.119	19.903	2	4
324	38.053713	-5.664967	663.00	669.67	6.67	8.38	0.04	49.01	82	147	126	127	0	31.05	9.06	8.65	9.06	19.49	1.120	19.918	14	1
325	38.053343	-5.664662	670.25	669.69	-0.56	3.02	-3.81	9.21	26	108	-4	60	0	22.14	22.14	9.06	12.89	2.97	1.126	19.967	1	3
326	38.053318	-5.664562	670.00	669.34	-0.66	2.75	-5.81	16.18	47	106	-59	60	0	29.45	29.45	12.89	18.67	3.64	1.127	19.976	1	4
327	38.053278	-5.664385	669.50	668.40	-1.10	-3.00	-8.53	15.60	26	73	-426	0	-426	22.13	22.13	18.67	22.13	2.64	1.128	19.993	105	2
328	38.053320	-5.664216	667.50	667.08	-0.42	-7.64	-12.09	12.73	26	40	-656	0	-656	22.30	22.30	22.13	22.30	2.06	1.128	20.008	105	1
329	38.053407	-5.664123	666.00	665.55	-0.45	-9.54	-15.38	15.07	49	17	-967	0	-967	25.40	25.40	22.30	25.40	2.17	1.129	20.021	105	2
330	38.053535	-5.664072	663.75	663.26	-0.49	-9.93	-12.46	16.45	0	7	-979	0	-979	32.34	32.34	25.40	32.34	2.01	1.130	20.036	105	4
331	38.053681	-5.664050	660.75	661.23	0.48	-9.77	-10.33	21.02	0	12	-883	0	-883	35.63	35.63	32.34	35.63	2.17	1.130	20.052	105	2
332	38.053865	-5.663999	657.50	659.06	1.56	-9.01	-10.33	12.01	49	26	-754	0	-1773	30.39	30.39	35.63	30.39	1.34	1.131	20.073	35	2
333	38.053962	-5.663940	656.25	657.83	1.58	-7.61	-6.61	18.56	0	40	-563	0	0	39.78	39.78	30.39	34.51	2.05	1.131	20.085	10	3
334	38.054089	-5.663803	656.00	656.61	0.61	-7.54	-5.91	65.93	0	41	-423	0	-514	31.80	31.80	34.51	31.80	7.45	1.132	20.104	35	1
335	38.054536	-5.663310	657.50	652.72	-4.78	-10.00	-9.55	16.28	34	360	-597	0	-1276	25.30	25.30	31.80	25.30	2.16	1.134	20.170	35	2
336	38.054682	-5.663310	655.00	651.17	-3.83	-9.70	-12.89	20.53	72	346	-979	0	-979	31.22	31.22	25.30	31.22	2.50	1.134	20.186	105	4
337	38.054860	-5.663366	650.75	648.54	-2.21	-8.61	-12.89	23.80	70	329	-976	0	-976	31.22	31.22	31.22	31.22	2.74	1.135	20.207	5	0
338	38.055043	-5.663503	645.50	645.50	0.00	-6.24	-11.76	50.66	0	309	-773	0	-907	27.37	27.37	31.22	27.37	6.61	1.136	20.231	35	2
339	38.055326	-5.663951	636.00	639.58	3.58	-8.94	-9.54	11.60	21	333	-476	0	-1246	19.95	19.95	27.37	19.95	1.84	1.138	20.281	35	3
340	38.055419	-5.664010	634.50	638.48	3.98	-9.89	-2.28	9.09	23	8	-118	0	-118	20.76	20.76	19.95	20.76	1.60	1.138	20.293	105	1
341	38.055500	-5.663995	634.75	638.27	3.52	-9.43	-2.28	87.22	0	19	-136	0	0	33.19	33.19	20.76	28.69	12.60	1.139	20.302	10	5
342	38.056241	-5.663665	631.75	636.28	4.53	-6.86	0.26	11.33	28	47	61	61	-1679	23.25	23.25	28.69	23.25	1.68	1.142	20.389	34	2
343	38.056311	-5.663571	632.50	636.31	3.81	-4.20	0.26	13.73	50	65	83	73	0	30.88	24.78	23.25	23.25	2.13	1.143	20.400	4	0
