lat	lon	ele	eleGPX	wind	grade	dist	cumDist	radius	course	powerTarget	powerRider	powerBrake	velTarget	velMax	velEntry	velExit	segTime	cumTime	calcPath	segment
36.513260	-4.943540	38.00	38.00	0.00	7.58	119.09	3.510	0	0	150	149	0	6.59	80.00	9.30	6.59	64.48	0.236	34	131
36.513780	-4.942380	47.00	47.00	0.00	11.81	110.87	3.621	0	0	150	149	0	4.42	80.00	6.59	4.42	89.95	0.261	34	132
36.514270	-4.941310	60.00	60.00	0.00	19.96	69.38	3.691	0	0	166	165	0	3.00	80.00	4.42	3.00	83.11	0.284	34	133
36.514560	-4.940640	73.58	74.00	0.00	16.85	11.40	3.702	0	0	150	150	0	3.18	80.00	3.00	3.18	12.93	0.288	14	134
36.514590	-4.940520	75.47	77.00	0.00	14.85	56.57	3.759	0	0	150	150	0	3.58	80.00	3.18	3.58	57.03	0.303	14	135
36.514830	-4.939970	83.79	89.00	0.00	12.22	29.26	3.788	0	0	150	150	0	4.28	80.00	3.58	4.28	24.73	0.310	14	136
36.514930	-4.939670	87.34	92.00	0.00	9.83	63.01	3.851	0	0	150	150	0	5.23	80.00	4.28	5.23	43.61	0.322	14	137
36.515120	-4.939010	93.50	95.00	0.00	-3.34	44.99	3.896	0	0	0	45	0	33.25	47.26	5.23	19.89	12.01	0.326	1	138
36.515210	-4.938520	92.00	92.00	0.00	-8.90	40.56	3.937	0	0	-451	0	0	42.12	42.12	19.89	32.26	5.55	0.327	10	139
36.515240	-4.938070	88.41	89.00	0.00	-8.90	27.15	3.964	0	0	-451	0	0	42.12	42.12	32.26	37.34	2.80	0.328	10	140
36.515270	-4.937770	86.00	86.00	0.00	-9.44	17.08	3.981	0	0	-519	0	0	41.57	41.57	37.34	40.14	1.59	0.328	10	141
36.515270	-4.937580	84.39	85.00	0.00	-9.44	46.75	4.027	0	0	-519	0	-493	41.57	41.57	40.14	41.57	4.06	0.330	105	142
36.515260	-4.937060	80.00	80.00	0.00	-11.11	63.37	4.091	0	0	-714	0	-872	37.64	37.64	41.57	37.64	6.04	0.331	25	143
36.515200	-4.936360	73.00	73.00	0.00	-5.96	67.26	4.158	0	0	-54	0	0	44.91	44.91	37.64	40.89	6.15	0.333	10	144
36.515060	-4.935630	69.00	69.00	0.00	-4.99	80.21	4.238	0	0	0	0	0	42.41	45.79	40.89	41.25	7.03	0.335	10	145
36.514810	-4.934790	65.00	65.00	0.00	-7.18	34.12	4.272	0	0	-225	0	0	43.78	43.78	41.25	43.41	2.90	0.336	10	146
36.514690	-4.934440	62.56	63.00	0.00	-7.18	5.01	4.277	0	0	-225	0	0	43.78	43.78	43.41	43.68	0.41	0.336	10	147
36.514670	-4.934390	62.20	62.00	0.00	-3.68	32.60	4.310	0	0	0	0	0	35.37	46.96	43.68	42.37	2.73	0.337	30	148
36.514530	-4.934070	61.00	61.00	0.00	-3.09	32.36	4.342	0	0	0	0	0	31.67	47.47	42.37	40.71	2.80	0.337	30	149
36.514380	-4.933760	60.00	60.00	0.00	-3.48	28.74	4.371	0	0	0	0	0	34.15	47.13	40.71	39.80	2.57	0.338	30	150
36.514240	-4.933490	59.00	59.00	0.00	-0.89	55.95	4.427	0	0	59	0	0	22.14	80.00	39.80	34.08	5.47	0.340	30	151
36.513960	-4.932970	58.50	58.00	0.00	3.38	73.93	4.501	0	0	122	25	0	10.31	80.00	34.08	14.65	11.70	0.343	3	152
36.513620	-4.932260	61.00	61.00	0.00	0.45	42.56	4.544	0	0	96	120	0	18.20	80.00	14.65	17.55	9.41	0.345	1	153
36.513440	-4.931840	61.19	62.00	0.00	0.00	36.57	4.580	0	0	90	112	0	20.00	80.00	17.55	19.25	7.13	0.347	1	154
36.513300	-4.931470	61.19	62.00	0.00	-0.95	20.33	4.601	0	0	56	70	0	22.16	80.00	19.25	19.98	3.73	0.348	1	155
36.513230	-4.931260	61.00	61.00	0.00	-2.08	14.14	4.615	0	0	7	45	0	25.00	80.00	19.98	20.94	2.49	0.349	1	156
36.513190	-4.931110	60.71	61.00	0.00	-2.08	10.09	4.625	0	0	7	45	0	25.00	80.00	20.94	21.54	1.71	0.350	1	157
36.513170	-4.931000	60.50	61.00	0.00	-1.90	9.91	4.635	0	0	13	45	0	24.24	80.00	21.54	21.97	1.64	0.350	1	158
36.513180	-4.930890	60.31	60.00	0.00	-1.90	68.65	4.703	0	0	13	44	0	24.24	80.00	21.97	24.24	10.65	0.353	14	159
36.512990	-4.930160	59.00	59.00	0.00	-3.69	27.10	4.730	0	0	0	25	0	35.42	46.95	24.24	26.57	3.82	0.354	1	160
