lat,lon,ele,eleGPX,wind,grade,dist,cumDist,radius,course,powerTarget,powerRider,powerBrake,velTarget,velMax,velEntry,velExit,segTime,cumTime,calcPath,segment
37.942557,-5.760211,615.25,615.25,3.38,3.38,22.18,0.022,0,0,123,131,0,8.85,100.00,3.00,8.85,9.42,0.003,184,1
37.942755,-5.760244,616.00,616.00,3.06,1.59,94.09,0.116,0,0,108,112,0,11.44,100.00,8.85,11.44,30.17,0.011,184,2
37.943583,-5.760473,617.50,617.50,2.87,3.04,90.38,0.207,0,0,119,116,0,9.42,100.00,11.44,9.42,34.11,0.020,384,3
37.944369,-5.760740,620.25,620.25,2.96,4.71,31.91,0.239,0,0,133,128,0,7.86,100.00,9.42,7.86,14.37,0.024,384,4
37.944648,-5.760826,621.75,621.75,2.95,5.25,14.31,0.253,0,0,137,134,0,7.51,100.00,7.86,7.51,6.85,0.026,384,5
37.944773,-5.760865,622.50,622.50,3.04,7.16,63.03,0.316,0,0,150,149,0,6.45,100.00,7.51,6.45,35.09,0.036,384,6
37.945326,-5.761020,627.00,627.00,3.60,6.07,16.50,0.332,0,0,144,146,0,6.89,100.00,6.45,6.89,8.68,0.039,184,7
37.945474,-5.761033,628.00,628.00,3.24,8.22,15.25,0.348,0,0,150,146,0,5.74,100.00,6.89,5.74,9.45,0.041,384,8
37.945609,-5.761062,629.25,629.25,4.95,5.79,4.32,0.352,0,0,143,150,0,6.66,100.00,5.74,6.59,2.49,0.042,17,9
37.945642,-5.761036,629.50,629.50,4.71,5.86,4.27,0.356,0,0,143,145,0,6.69,100.00,6.59,6.69,2.30,0.042,184,10
37.945678,-5.761019,629.75,629.75,4.22,7.05,5.39,0.362,0,0,150,144,0,6.26,100.00,6.69,6.26,3.08,0.043,384,11
37.945726,-5.761011,630.13,630.00,3.37,4.96,5.27,0.367,0,0,135,150,0,7.57,100.00,6.26,7.53,2.71,0.044,17,12
37.945773,-5.761019,630.39,630.50,2.46,4.96,4.75,0.372,0,0,134,141,0,7.82,100.00,7.53,7.82,2.20,0.045,184,13
37.945813,-5.761038,630.63,630.75,1.37,2.65,4.69,0.376,0,0,112,135,0,10.55,100.00,7.82,9.18,1.97,0.045,17,14
37.945848,-5.761068,630.75,630.75,0.28,0.00,4.70,0.381,0,0,81,97,0,18.59,100.00,9.18,10.70,1.69,0.046,17,15
37.945877,-5.761107,630.75,630.75,2.29,-1.19,21.07,0.402,0,0,56,68,0,18.14,100.00,10.70,13.85,6.11,0.047,17,16
37.946052,-5.761200,630.50,630.50,2.45,0.00,20.64,0.423,0,0,89,107,0,15.62,100.00,13.85,15.13,5.11,0.049,17,17
37.946226,-5.761283,630.50,630.50,2.84,-0.43,233.73,0.656,0,0,86,89,0,16.41,100.00,15.13,16.41,51.50,0.063,184,18
37.948256,-5.761991,629.50,628.50,3.57,1.14,218.54,0.875,0,0,106,103,0,11.88,100.00,16.41,11.88,64.51,0.081,384,19
37.950219,-5.762181,632.00,632.00,2.92,2.90,103.48,0.978,0,0,118,115,0,9.57,100.00,11.88,9.57,38.39,0.092,384,20
37.951122,-5.762472,635.00,636.50,1.53,-0.85,176.64,1.155,0,0,65,75,0,18.96,100.00,9.57,18.96,38.36,0.102,184,21
37.952469,-5.763544,633.50,633.50,1.12,-3.23,193.41,1.349,0,0,0,16,0,28.85,100.00,18.96,27.24,28.20,0.110,17,22
37.953858,-5.764873,627.25,627.25,0.87,0.00,51.82,1.400,0,0,83,5,0,17.74,100.00,27.24,20.98,7.83,0.112,37,23
37.954216,-5.765252,627.25,626.75,0.26,1.67,179.65,1.580,0,0,100,89,0,13.03,100.00,20.98,13.03,46.01,0.125,384,24
37.955319,-5.766750,630.25,630.25,0.95,1.57,48.04,1.628,0,0,101,100,0,12.89,100.00,13.03,12.89,13.42,0.129,384,25
37.955655,-5.767095,631.00,632.25,1.89,0.52,47.66,1.676,0,0,94,107,0,14.89,100.00,12.89,14.89,11.99,0.132,184,26
37.956035,-5.767348,631.25,632.75,2.69,0.00,47.25,1.723,0,0,90,94,0,15.32,100.00,14.89,15.32,11.14,0.135,184,27
37.956441,-5.767510,631.25,631.25,3.09,0.25,199.61,1.923,0,0,96,94,0,14.28,100.00,15.32,14.28,50.17,0.149,384,28
37.958201,-5.767977,631.75,631.75,3.71,0.00,60.76,1.983,0,0,94,93,0,14.08,100.00,14.28,14.08,15.53,0.154,384,29
37.958748,-5.768003,631.75,631.25,4.09,2.49,351.24,2.335,0,0,118,117,0,9.52,100.00,14.08,9.52,131.31,0.190,384,30
37.961900,-5.767664,640.50,640.50,4.53,2.53,197.69,2.532,0,0,120,120,0,9.25,100.00,9.52,9.25,76.90,0.211,384,31
37.963621,-5.767087,645.50,645.50,4.32,2.10,143.22,2.675,0,0,116,117,0,9.89,100.00,9.25,9.89,52.20,0.226,184,32
37.964892,-5.766808,648.50,648.50,4.03,0.00,99.44,2.775,0,0,96,103,0,13.71,100.00,9.89,13.71,27.19,0.233,184,33
37.965786,-5.766735,648.50,649.50,3.56,0.00,152.33,2.927,0,0,94,95,0,14.25,100.00,13.71,14.25,38.53,0.244,184,34
37.967154,-5.766874,648.50,648.50,4.27,-2.96,143.87,3.071,0,0,28,38,0,19.20,100.00,14.25,19.20,29.28,0.252,184,35
37.968435,-5.766629,644.25,644.00,4.43,0.00,37.96,3.109,0,0,97,70,0,13.26,100.00,19.20,14.71,8.28,0.255,37,36
37.968769,-5.766536,644.25,644.25,4.74,0.00,52.90,3.162,0,0,99,90,0,12.94,100.00,14.71,12.94,14.33,0.259,384,37
37.969213,-5.766317,644.25,644.25,4.95,0.62,161.55,3.324,0,0,107,105,0,11.68,100.00,12.94,11.68,49.59,0.272,384,38
37.970451,-5.765349,645.25,646.25,4.86,-5.27,61.81,3.385,0,0,0,40,0,26.61,41.22,11.68,22.31,12.50,0.276,17,39
37.970949,-5.765036,642.00,642.00,4.46,-2.82,478.32,3.864,0,0,37,34,0,18.77,100.00,22.31,18.77,90.14,0.301,384,40
37.975145,-5.763804,628.50,628.50,3.92,-4.30,75.69,3.939,0,0,0,40,0,25.06,42.00,18.77,24.11,12.49,0.304,17,41
37.975826,-5.763780,625.25,625.25,3.71,-8.87,348.02,4.287,0,0,-200,0,-190,38.14,38.14,24.11,38.14,34.81,0.314,185,42
37.978947,-5.763925,594.50,594.50,4.13,-7.99,56.51,4.344,0,0,-52,0,-49,38.91,38.91,38.14,38.91,5.26,0.315,185,43
37.979452,-5.763862,590.00,590.00,4.91,-5.20,38.52,4.382,0,0,0,0,0,26.10,41.27,38.91,35.62,3.73,0.316,37,44
37.979754,-5.763647,588.00,588.00,4.85,-4.37,38.34,4.421,0,0,19,0,0,23.64,41.95,35.62,32.12,4.09,0.318,37,45
37.979956,-5.763293,586.33,587.75,4.28,-7.96,24.75,4.445,0,0,-34,0,0,38.94,38.94,32.12,33.75,2.70,0.318,17,46
37.980028,-5.763027,584.36,585.25,3.40,-7.96,127.42,4.573,0,0,-117,0,-111,38.94,38.94,33.75,38.94,12.32,0.322,185,47
37.980084,-5.761581,574.25,574.25,4.02,-7.36,27.23,4.600,0,0,0,0,0,38.80,39.45,38.94,38.91,2.52,0.323,37,48
37.980141,-5.761280,572.25,572.25,4.69,-6.47,38.73,4.639,0,0,0,0,0,32.69,40.22,38.91,37.26,3.67,0.324,37,49
37.980313,-5.760897,569.75,569.75,4.98,-6.04,45.64,4.684,0,0,0,0,0,29.74,100.00,37.26,34.91,4.56,0.325,37,50
37.980648,-5.760597,567.00,567.00,4.46,0.00,28.15,4.713,0,0,98,0,0,13.23,100.00,34.91,28.25,3.22,0.326,37,51
37.980895,-5.760524,567.00,565.75,3.88,0.39,127.78,4.840,0,0,100,67,0,13.11,100.00,28.25,13.11,27.83,0.333,384,52
37.982046,-5.760500,567.50,567.50,4.22,2.92,47.05,4.887,0,0,122,113,0,8.97,100.00,13.11,8.97,17.60,0.338,384,53
37.982466,-5.760429,568.88,570.25,4.56,-6.07,398.04,5.286,0,0,0,11,0,31.43,40.55,8.97,31.13,53.95,0.353,17,54
37.985912,-5.759204,544.75,544.75,4.19,-7.48,184.44,5.470,0,0,0,0,0,38.62,39.36,31.13,37.10,19.05,0.359,17,55
37.987557,-5.758952,531.00,531.00,4.41,-4.34,57.67,5.528,0,0,9,0,0,24.24,41.97,37.10,32.30,6.02,0.360,37,56
37.988065,-5.758817,528.50,528.50,4.64,-3.79,72.63,5.600,0,0,22,0,0,21.66,42.41,32.30,26.59,8.98,0.363,37,57
37.988686,-5.758558,525.75,525.75,4.74,-3.14,310.30,5.911,0,0,38,29,0,19.61,42.92,26.59,19.61,53.91,0.378,384,58
37.991289,-5.757273,516.00,516.00,4.62,-2.28,65.90,5.976,0,0,56,45,0,17.61,100.00,19.61,17.72,12.81,0.381,37,59
37.991855,-5.757047,514.50,514.50,4.10,0.00,46.13,6.023,0,0,96,77,0,13.64,100.00,17.72,13.94,10.69,0.384,37,60
37.992269,-5.757001,514.50,514.50,3.40,-0.40,63.20,6.086,0,0,90,99,0,15.59,100.00,13.94,15.59,14.94,0.388,184,61
37.992834,-5.757090,514.25,514.25,2.52,-4.12,248.88,6.335,0,0,0,15,0,29.14,100.00,15.59,28.08,36.35,0.398,17,62
37.994943,-5.758046,503.99,503.75,3.04,0.00,36.17,6.371,0,0,92,0,0,14.88,100.00,28.08,21.39,5.30,0.400,37,63
37.995261,-5.758136,503.99,503.00,4.11,0.67,38.35,6.409,0,0,104,58,0,12.33,100.00,21.39,14.62,8.03,0.402,37,64
37.995605,-5.758095,504.25,504.25,4.61,8.03,71.85,6.481,0,0,150,146,0,5.59,100.00,14.62,5.59,42.92,0.414,384,65
37.996221,-5.757852,510.00,510.00,3.54,6.23,44.20,6.525,0,0,145,146,0,6.83,100.00,5.59,6.83,23.57,0.421,184,66
37.996617,-5.757895,512.75,512.75,1.63,2.77,135.41,6.661,0,0,114,117,0,10.27,100.00,6.83,10.27,48.22,0.434,184,67
37.997663,-5.758688,516.50,516.50,2.66,10.51,47.83,6.708,0,0,150,147,0,4.74,100.00,10.27,4.74,34.84,0.444,384,68
37.998071,-5.758854,521.50,521.50,3.50,8.64,43.54,6.752,0,0,150,150,0,5.47,100.00,4.74,5.47,28.85,0.452,184,69
37.998460,-5.758902,525.25,525.25,4.18,5.33,56.41,6.808,0,0,139,140,0,7.12,100.00,5.47,7.12,28.80,0.460,184,70
37.998964,-5.758827,528.25,528.25,4.53,1.22,143.57,6.952,0,0,110,113,0,11.02,100.00,7.12,11.02,47.81,0.473,184,71
38.000213,-5.758402,530.00,530.75,4.90,0.00,41.74,6.994,0,0,100,109,0,12.76,100.00,11.02,12.76,12.11,0.476,184,72
38.000543,-5.758174,530.00,530.00,4.98,7.36,91.90,7.086,0,0,150,147,0,5.88,100.00,12.76,5.88,54.07,0.491,384,73
38.001121,-5.757428,536.75,536.75,4.65,1.22,41.04,7.127,0,0,110,122,0,10.94,100.00,5.88,10.94,14.72,0.496,184,74
38.001472,-5.757281,537.25,537.25,3.55,0.00,121.63,7.248,0,0,94,100,0,14.26,100.00,10.94,14.26,31.63,0.504,184,75
38.002564,-5.757396,537.25,537.25,4.66,-3.17,31.53,7.280,0,0,34,41,0,19.68,100.00,14.26,16.74,7.27,0.506,17,76
38.002833,-5.757281,536.25,536.25,4.99,0.00,31.35,7.311,0,0,100,80,0,12.66,100.00,16.74,13.46,7.58,0.508,37,77
38.003058,-5.757065,536.25,536.25,4.94,1.55,113.11,7.424,0,0,114,110,0,10.24,100.00,13.46,10.24,38.84,0.519,384,78
38.003729,-5.756095,538.00,538.00,4.84,0.47,28.60,7.453,0,0,105,117,0,12.03,100.00,10.24,12.03,8.88,0.522,184,79
38.003878,-5.755829,538.14,539.25,4.38,0.47,24.19,7.477,0,0,103,108,0,12.46,100.00,12.03,12.46,7.02,0.524,184,80
38.003957,-5.755572,538.25,538.25,3.69,0.00,25.14,7.502,0,0,94,112,0,14.10,100.00,12.46,14.10,6.74,0.525,1784,81
38.003987,-5.755288,538.25,538.50,2.70,-4.64,102.54,7.605,0,0,0,30,0,31.24,41.73,14.10,26.60,16.97,0.530,17,82
38.003870,-5.754130,533.50,533.50,3.35,-4.03,47.45,7.652,0,0,0,0,0,25.64,42.22,26.60,26.28,6.46,0.532,37,83
38.003885,-5.753590,531.59,530.50,4.13,-4.03,51.89,7.704,0,0,8,0,0,23.53,42.22,26.28,25.01,7.30,0.534,37,84
38.004011,-5.753021,529.50,529.50,4.79,-5.31,61.84,7.766,0,0,0,0,0,27.07,41.18,25.01,25.95,8.72,0.536,17,85
38.004318,-5.752434,526.22,529.00,4.99,-5.31,33.08,7.799,0,0,0,0,0,26.35,41.18,25.95,26.06,4.58,0.538,17,86
38.004537,-5.752179,524.47,526.00,4.94,-6.03,32.62,7.832,0,0,0,0,0,29.90,100.00,26.06,27.14,4.41,0.539,17,87
38.004789,-5.751989,522.50,521.75,4.43,0.00,100.12,7.932,0,0,97,58,0,13.26,100.00,27.14,13.26,20.72,0.545,384,88
38.005670,-5.751744,522.50,522.50,4.90,2.21,124.56,8.056,0,0,119,115,0,9.42,100.00,13.26,9.42,46.43,0.558,384,89
38.006653,-5.751060,525.25,525.25,4.69,8.72,43.19,8.100,0,0,150,147,0,5.24,100.00,9.42,5.24,28.73,0.566,384,90
38.007018,-5.750895,529.00,529.00,4.09,7.30,54.95,8.154,0,0,150,150,0,6.13,100.00,5.24,6.13,32.55,0.575,184,91
38.007510,-5.750842,533.00,533.00,3.60,7.68,45.64,8.200,0,0,150,150,0,5.99,100.00,6.13,5.99,27.41,0.582,384,92
38.007919,-5.750878,536.49,540.00,2.52,7.68,35.96,8.236,0,0,150,150,0,6.19,100.00,5.99,6.19,20.96,0.588,184,93
38.008223,-5.751016,539.25,542.25,1.68,5.39,39.43,8.276,0,0,137,139,0,7.71,100.00,6.19,7.71,18.67,0.593,184,94
38.008529,-5.751243,541.37,543.50,0.72,1.01,38.09,8.314,0,0,95,114,0,14.59,100.00,7.71,13.89,11.81,0.597,17,95
38.008785,-5.751532,541.75,542.00,-0.24,0.00,43.99,8.358,0,0,79,95,0,19.33,100.00,13.89,17.29,10.02,0.599,17,96
38.009025,-5.751931,541.75,541.75,-0.82,2.86,113.63,8.471,0,0,108,100,0,10.76,100.00,17.29,10.76,34.65,0.609,384,97
38.009545,-5.753046,545.00,545.00,1.16,5.67,44.14,8.515,0,0,139,133,0,7.63,100.00,10.76,7.63,20.08,0.615,384,98
38.009864,-5.753345,547.50,547.50,2.51,6.31,43.65,8.559,0,0,145,144,0,7.03,100.00,7.63,7.03,22.32,0.621,384,99
38.010233,-5.753514,550.25,550.25,3.54,7.50,43.46,8.602,0,0,150,149,0,6.12,100.00,7.03,6.12,25.51,0.628,384,100
38.010622,-5.753556,553.50,553.50,4.25,4.88,123.18,8.726,0,0,136,137,0,7.37,100.00,6.12,7.37,60.36,0.645,184,101
38.011719,-5.753355,559.50,559.50,4.39,2.83,44.19,8.770,0,0,122,126,0,8.99,100.00,7.37,8.99,17.92,0.650,184,102
38.012109,-5.753255,560.75,560.75,4.88,0.68,36.82,8.807,0,0,107,118,0,11.64,100.00,8.99,11.64,11.96,0.653,184,103
38.012404,-5.753063,561.00,561.50,4.83,0.00,42.68,8.849,0,0,99,106,0,12.83,100.00,11.64,12.83,12.15,0.656,184,104
38.012625,-5.752665,561.00,561.00,3.91,-0.90,27.93,8.877,0,0,83,100,0,15.92,100.00,12.83,15.11,7.12,0.658,17,105
38.012675,-5.752353,560.75,560.75,2.43,0.00,30.47,8.908,0,0,89,97,0,15.64,100.00,15.11,15.64,7.06,0.660,184,106
38.012623,-5.752012,560.75,560.75,1.07,2.93,307.67,9.215,0,0,114,112,0,10.24,100.00,15.64,10.24,105.87,0.690,384,107
38.011336,-5.748908,569.75,570.00,2.35,0.00,47.99,9.263,0,0,89,107,0,15.75,100.00,10.24,15.32,12.91,0.693,17,108
38.011246,-5.748373,569.75,569.75,3.54,-1.59,24.14,9.288,0,0,56,67,0,17.09,100.00,15.32,16.31,5.48,0.695,17,109
38.011265,-5.748099,569.37,570.00,4.30,-1.59,38.75,9.326,0,0,68,72,0,16.58,100.00,16.31,16.58,8.43,0.697,184,110
38.011380,-5.747682,568.75,568.75,4.85,-1.65,98.34,9.425,0,0,78,78,0,16.48,100.00,16.58,16.48,21.48,0.703,384,111
38.011897,-5.746772,567.13,566.25,4.59,2.02,43.38,9.468,0,0,116,98,0,9.84,100.00,16.48,9.84,13.14,0.707,384,112
38.012072,-5.746330,568.00,568.00,3.94,5.12,48.87,9.517,0,0,137,133,0,7.31,100.00,9.84,7.31,23.56,0.713,384,113
38.012164,-5.745786,570.50,570.50,2.87,0.76,114.93,9.632,0,0,100,107,0,13.28,100.00,7.31,13.28,32.98,0.722,184,114
38.012075,-5.744481,571.38,572.25,3.82,-3.31,41.52,9.673,0,0,13,40,0,21.05,42.79,13.28,18.05,9.39,0.725,17,115
38.012139,-5.744015,570.00,570.00,4.81,-4.24,47.26,9.721,0,0,19,40,0,23.18,42.05,18.05,21.17,8.60,0.727,17,116
38.012377,-5.743569,568.00,568.00,4.96,-1.09,45.74,9.766,0,0,91,60,0,15.31,100.00,21.17,16.67,8.96,0.730,37,117
38.012723,-5.743286,567.50,567.25,4.84,0.00,47.54,9.814,0,0,99,82,0,12.83,100.00,16.67,12.83,12.01,0.733,384,118
38.013110,-5.743054,567.50,567.50,5.00,3.32,37.69,9.852,0,0,127,116,0,8.26,100.00,12.83,8.26,15.02,0.737,384,119
38.013377,-5.742789,568.75,568.75,4.90,4.21,332.90,10.184,0,0,132,132,0,7.60,100.00,8.26,7.60,157.71,0.781,384,120
38.015254,-5.739834,582.75,582.75,5.00,3.93,29.10,10.214,0,0,131,131,0,7.77,100.00,7.60,7.77,13.49,0.785,184,121
38.015452,-5.739617,583.89,584.75,4.69,3.93,47.35,10.261,0,0,130,130,0,7.88,100.00,7.77,7.88,21.63,0.791,184,122
38.015853,-5.739434,585.75,585.75,4.05,2.05,73.12,10.334,0,0,115,119,0,10.10,100.00,7.88,10.10,26.45,0.798,184,123
38.016510,-5.739375,587.25,587.25,4.69,5.99,112.94,10.447,0,0,144,142,0,6.64,100.00,10.10,6.64,60.46,0.815,384,124
38.017466,-5.738941,594.00,594.00,3.47,2.81,44.44,10.491,0,0,119,125,0,9.43,100.00,6.64,9.43,17.48,0.820,184,125
38.017864,-5.738994,595.25,595.75,2.39,0.00,86.72,10.578,0,0,89,102,0,15.70,100.00,9.43,15.70,22.19,0.826,184,126
38.018591,-5.739356,595.25,595.25,3.74,2.83,34.33,10.612,0,0,120,99,0,9.30,100.00,15.70,9.30,10.71,0.829,384,127
38.018900,-5.739367,596.22,595.25,4.68,2.83,34.72,10.647,0,0,122,120,0,8.86,100.00,9.30,8.86,14.08,0.833,384,128
38.019195,-5.739236,597.20,596.25,5.00,5.62,45.44,10.693,0,0,142,139,0,6.73,100.00,8.86,6.73,23.95,0.840,384,129
38.019503,-5.738896,599.75,599.75,4.69,4.99,90.37,10.783,0,0,137,138,0,7.17,100.00,6.73,7.17,45.43,0.852,184,130
38.019908,-5.738004,604.25,604.25,5.00,4.14,42.30,10.825,0,0,132,133,0,7.61,100.00,7.17,7.61,20.03,0.858,184,131
38.020209,-5.737709,606.00,606.00,4.73,0.24,102.87,10.928,0,0,102,109,0,12.55,100.00,7.61,12.55,30.87,0.866,184,132
38.021073,-5.737285,606.25,606.25,4.98,4.06,129.52,11.058,0,0,131,129,0,7.68,100.00,12.55,7.68,59.22,0.883,384,133
38.021887,-5.736229,611.50,611.50,4.96,5.88,46.84,11.105,0,0,144,142,0,6.61,100.00,7.68,6.61,25.38,0.890,384,134
38.022242,-5.735942,614.25,614.25,4.66,6.48,46.38,11.151,0,0,147,147,0,6.43,100.00,6.61,6.43,25.98,0.897,384,135
38.022637,-5.735773,617.25,617.25,3.99,6.81,136.12,11.287,0,0,150,149,0,6.46,100.00,6.43,6.43,76.24,0.918,4,136
38.023859,-5.735696,626.50,626.50,4.86,6.82,132.27,11.419,0,0,150,150,0,6.24,100.00,6.43,6.24,76.34,0.939,384,137
38.024925,-5.735030,635.50,635.50,4.71,11.65,49.68,11.469,0,0,150,149,0,4.14,100.00,6.24,4.14,42.90,0.951,384,138
38.025342,-5.734835,641.25,641.25,4.28,8.87,62.27,11.531,0,0,150,150,0,5.23,100.00,4.14,5.23,43.08,0.963,184,139
38.025894,-5.734725,646.75,646.75,3.58,1.88,159.20,11.690,0,0,112,115,0,10.62,100.00,5.23,10.62,55.22,0.979,184,140
38.027324,-5.734860,649.75,650.50,4.73,0.00,48.88,11.739,0,0,99,109,0,12.94,100.00,10.62,12.94,14.11,0.983,184,141
38.027735,-5.734660,649.75,649.75,5.00,-4.74,168.97,11.908,0,0,19,40,0,24.93,41.65,12.94,24.86,29.09,0.991,17,142
38.028858,-5.733363,641.75,641.75,4.81,-5.61,35.73,11.944,0,0,0,6,0,28.40,40.94,24.86,26.04,5.03,0.992,17,143
38.029039,-5.733027,639.75,639.75,4.17,-5.17,29.04,11.973,0,0,0,0,0,28.66,41.29,26.04,26.67,3.96,0.993,17,144
38.029113,-5.732710,638.25,638.25,3.21,-4.10,24.41,11.997,0,0,0,0,0,26.51,42.16,26.67,26.64,3.30,0.994,37,145
38.029113,-5.732432,637.25,637.25,2.36,-2.58,126.11,12.124,0,0,11,2,0,21.22,100.00,26.64,22.69,18.71,0.999,37,146
38.028879,-5.731026,634.00,634.00,3.04,-4.65,59.17,12.183,0,0,0,19,0,30.11,41.72,22.69,26.31,8.56,1.002,17,147
38.028855,-5.730353,631.25,631.25,4.03,-4.55,65.98,12.249,0,0,0,0,0,26.03,41.80,26.31,26.19,9.05,1.004,37,148
38.028995,-5.729623,628.25,628.25,4.51,-3.05,40.95,12.290,0,0,32,0,0,19.37,42.99,26.19,23.01,6.02,1.006,37,149
38.029147,-5.729198,627.00,627.00,4.80,-3.18,47.19,12.337,0,0,39,25,0,19.73,42.89,23.01,21.15,7.76,1.008,37,150
38.029383,-5.728751,625.50,625.50,4.96,-3.73,40.28,12.377,0,0,34,39,0,21.41,42.46,21.15,21.41,6.80,1.010,184,151
38.029629,-5.728414,624.00,624.00,5.00,-0.26,44.98,12.422,0,0,99,59,0,13.34,100.00,21.41,14.86,9.38,1.013,37,152
38.029945,-5.728093,623.88,622.75,4.88,0.00,50.99,12.473,0,0,99,89,0,12.78,100.00,14.86,12.78,13.85,1.016,384,153
38.030353,-5.727826,623.88,623.75,4.63,1.25,49.22,12.522,0,0,111,103,0,10.89,100.00,12.78,10.89,15.87,1.021,384,154
38.030775,-5.727654,624.50,624.50,4.45,2.07,314.28,12.837,0,0,116,116,0,9.85,100.00,10.89,9.85,114.73,1.053,384,155
38.033535,-5.726858,631.00,631.00,4.57,2.78,72.04,12.909,0,0,122,120,0,8.96,100.00,9.85,8.96,28.85,1.061,384,156
38.034158,-5.726629,633.00,633.00,4.94,1.60,31.24,12.940,0,0,114,121,0,10.17,100.00,8.96,10.17,11.22,1.064,184,157
38.034398,-5.726443,633.50,633.50,4.95,1.46,120.10,13.060,0,0,113,114,0,10.36,100.00,10.17,10.36,41.72,1.075,184,158
38.035122,-5.725426,635.25,635.25,4.94,4.70,95.82,13.156,0,0,136,133,0,7.26,100.00,10.36,7.26,46.80,1.088,384,159
38.035863,-5.724868,639.75,639.75,4.95,6.26,52.05,13.208,0,0,146,145,0,6.45,100.00,7.26,6.45,29.01,1.096,384,160
38.036177,-5.724429,643.00,643.00,4.38,4.89,102.32,13.310,0,0,136,137,0,7.32,100.00,6.45,7.32,50.44,1.110,184,161
38.036510,-5.723343,648.00,648.00,4.25,6.75,226.37,13.537,0,0,149,149,0,6.42,100.00,7.32,6.42,126.82,1.146,384,162
38.037144,-5.720897,663.25,663.25,4.29,0.35,79.35,13.616,0,0,102,111,0,12.79,100.00,6.42,12.79,24.17,1.152,184,163
38.037377,-5.720042,663.53,664.50,4.56,0.00,20.37,13.636,0,0,98,104,0,13.12,100.00,12.79,13.12,5.61,1.154,184,164
38.037457,-5.719833,663.53,664.00,4.72,-1.56,17.85,13.654,0,0,78,93,0,16.35,100.00,13.12,14.78,4.58,1.155,17,165
38.037539,-5.719658,663.25,663.25,4.99,0.00,36.08,13.690,0,0,100,85,0,12.66,100.00,14.78,12.66,9.74,1.158,384,166
38.037777,-5.719378,663.25,662.00,4.95,0.00,80.40,13.771,0,0,100,99,0,12.71,100.00,12.66,12.66,22.85,1.164,4,167
38.038393,-5.718896,663.25,663.25,4.71,3.46,36.13,13.807,0,0,127,116,0,8.25,100.00,12.66,8.25,14.42,1.168,384,168
38.038698,-5.718753,664.50,664.50,4.66,3.02,16.55,13.823,0,0,124,127,0,8.67,100.00,8.25,8.67,6.89,1.170,184,169
38.038839,-5.718692,665.00,665.00,4.81,3.27,15.32,13.839,0,0,126,123,0,8.38,100.00,8.67,8.38,6.57,1.172,384,170
38.038965,-5.718621,665.50,665.50,4.98,2.21,11.31,13.850,0,0,119,131,0,9.38,100.00,8.38,9.38,4.45,1.173,184,171
38.039049,-5.718548,665.75,665.75,4.96,0.00,10.98,13.861,0,0,100,120,0,12.70,100.00,9.38,11.45,3.75,1.174,17,172
38.039116,-5.718456,665.75,665.75,4.83,3.90,6.42,13.867,0,0,130,104,0,7.85,100.00,11.45,9.38,2.24,1.175,37,173
38.039149,-5.718396,666.00,666.00,4.99,3.92,6.41,13.874,0,0,131,104,0,7.77,100.00,9.38,7.78,2.72,1.176,37,174
38.039195,-5.718352,666.25,666.00,4.68,3.92,6.36,13.880,0,0,130,132,0,7.89,100.00,7.78,7.89,2.90,1.176,184,175
38.039249,-5.718328,666.50,666.50,3.92,5.14,6.34,13.886,0,0,137,128,0,7.31,100.00,7.89,7.31,3.09,1.177,384,176
38.039306,-5.718326,666.83,667.00,3.08,5.14,3.41,13.890,0,0,136,144,0,7.54,100.00,7.31,7.54,1.64,1.178,184,177
38.039336,-5.718334,667.00,667.00,4.98,7.65,9.84,13.900,0,0,150,141,0,5.72,100.00,7.54,5.72,5.94,1.179,384,178
38.039409,-5.718271,667.75,667.75,4.84,6.84,3.66,13.903,0,0,150,150,0,6.23,100.00,5.72,6.08,2.22,1.180,17,179
38.039428,-5.718237,668.00,668.00,4.43,4.93,8.74,13.912,0,0,137,145,0,7.28,100.00,6.08,7.28,4.50,1.181,184,180
38.039458,-5.718145,668.43,668.75,3.49,4.93,26.78,13.939,0,0,135,136,0,7.56,100.00,7.28,7.56,12.77,1.185,184,181
38.039476,-5.717841,669.75,669.75,3.50,4.39,22.82,13.962,0,0,131,133,0,7.94,100.00,7.56,7.94,10.37,1.188,184,182
38.039492,-5.717582,670.75,670.75,3.48,4.06,24.65,13.986,0,0,129,130,0,8.20,100.00,7.94,8.20,10.83,1.191,184,183
38.039508,-5.717302,671.75,671.75,3.42,4.22,59.36,14.046,0,0,130,129,0,8.10,100.00,8.20,8.10,26.40,1.198,384,184
38.039537,-5.716627,674.25,674.25,2.80,3.91,12.80,14.058,0,0,126,131,0,8.55,100.00,8.10,8.55,5.41,1.200,184,185
38.039525,-5.716482,674.75,674.75,1.18,1.75,42.79,14.101,0,0,104,117,0,12.31,100.00,8.55,12.31,13.53,1.203,184,186
38.039354,-5.716045,675.50,675.50,0.86,2.32,43.20,14.144,0,0,108,103,0,11.33,100.00,12.31,11.33,13.59,1.207,384,187
38.039159,-5.715619,676.50,676.50,0.81,2.15,34.88,14.179,0,0,106,109,0,11.67,100.00,11.33,11.67,10.78,1.210,184,188
38.038999,-5.715277,677.25,677.25,1.18,1.51,16.54,14.196,0,0,102,120,0,12.87,100.00,11.67,12.87,4.82,1.211,184,189
