seg	lat	lon	eleGPX	ele	eleShift	wind	grade	dist	radius	course	pTarget	pRider	pBrake	vTarget	vMax	vEntry	vExit	segTime	cumTime	cumDist	calcPath	calcSteps
129	38.019195	-5.739236	596.25	596.61	0.36	0.00	7.19	45.48	0	0	150	145	0	6.88	80.00	13.10	6.88	21.34	0.669	10.646	24	5
130	38.019503	-5.738896	599.75	599.87	0.12	0.00	4.28	90.32	0	0	132	134	0	9.29	80.00	6.88	9.29	35.58	0.675	10.692	14	3
131	38.019908	-5.738004	604.25	603.74	-0.51	0.00	4.11	42.29	0	0	131	132	0	9.50	80.00	9.29	9.50	16.03	0.685	10.782	14	2
132	38.020209	-5.737709	606.00	605.47	-0.53	0.00	2.14	102.89	0	0	118	122	0	13.02	80.00	9.50	13.02	29.65	0.689	10.824	14	3
133	38.021073	-5.737285	606.25	607.67	1.42	0.00	3.23	129.47	0	0	125	123	0	10.79	80.00	13.02	10.79	42.47	0.697	10.927	24	3
134	38.021887	-5.736229	611.50	611.86	0.36	0.00	4.48	46.81	0	0	133	130	0	9.06	80.00	10.79	9.06	18.12	0.709	11.057	24	2
135	38.022242	-5.735942	614.25	613.95	-0.30	0.00	7.41	46.41	0	0	150	148	0	6.70	80.00	9.06	6.70	24.33	0.714	11.103	24	3
136	38.022637	-5.735773	617.25	617.38	0.13	0.00	7.80	136.22	0	0	150	150	0	6.42	80.00	6.70	6.42	76.42	0.721	11.150	24	2
137	38.023859	-5.735696	626.50	627.97	1.47	0.00	5.99	132.20	0	0	143	144	0	7.68	80.00	6.42	7.68	62.27	0.742	11.286	14	2
138	38.024925	-5.735030	635.50	635.88	0.38	0.00	8.83	49.54	0	0	150	149	0	5.75	80.00	7.68	5.75	30.61	0.760	11.418	24	3
139	38.025342	-5.734835	641.25	640.23	-1.02	0.00	9.16	62.29	0	0	150	150	0	5.56	80.00	5.75	5.56	40.31	0.768	11.468	24	2
140	38.025894	-5.734725	646.75	645.91	-0.84	0.00	2.34	159.21	0	0	119	123	0	12.56	80.00	5.56	12.56	48.01	0.779	11.530	14	5
141	38.027324	-5.734860	650.50	649.63	-0.87	0.00	-4.55	48.93	0	0	0	60	0	36.37	37.96	12.56	24.86	9.13	0.793	11.689	1	8
142	38.027735	-5.734660	649.75	647.41	-2.34	0.00	-3.60	168.87	0	0	0	7	0	31.59	38.80	24.86	29.97	21.55	0.795	11.738	1	4
143	38.028858	-5.733363	641.75	641.33	-0.42	0.00	-4.29	35.70	0	0	0	0	0	35.15	38.18	29.97	31.16	4.17	0.801	11.907	10	1
144	38.029039	-5.733027	639.75	639.80	0.05	0.00	-3.76	29.01	0	0	0	0	0	32.42	38.66	31.16	31.29	3.29	0.802	11.943	10	1
145	38.029113	-5.732710	638.25	638.71	0.46	0.00	-5.67	24.42	0	0	-96	0	0	36.92	36.92	31.29	33.09	2.72	0.803	11.972	10	2
146	38.029113	-5.732432	637.25	637.33	0.08	0.00	-2.90	126.09	0	0	0	0	0	27.51	39.42	33.09	29.95	14.56	0.804	11.996	20	3
147	38.028879	-5.731026	634.00	633.67	-0.33	0.00	-4.55	59.15	0	0	0	0	0	36.37	37.95	29.95	32.26	6.79	0.808	12.122	10	2
148	38.028855	-5.730353	631.25	630.99	-0.26	0.00	-3.86	65.94	0	0	0	0	0	32.98	38.57	32.26	32.43	7.28	0.810	12.181	10	1
149	38.028995	-5.729623	628.25	628.44	0.19	0.00	-3.49	40.94	0	0	0	0	0	30.96	38.90	32.43	32.21	4.65	0.812	12.247	20	1
150	38.029147	-5.729198	627.00	627.02	0.02	0.00	-3.07	47.18	0	0	0	0	0	28.57	39.27	32.21	31.23	5.37	0.813	12.288	20	1
151	38.029383	-5.728751	625.50	625.57	0.07	0.00	-3.05	40.26	0	0	0	0	0	28.45	39.28	31.23	30.65	4.75	0.815	12.335	20	1
152	38.029629	-5.728414	624.00	624.34	0.34	0.00	-1.96	44.99	0	0	21	0	0	23.41	80.00	30.65	28.30	5.53	0.816	12.376	20	2
153	38.029945	-5.728093	622.75	623.46	0.71	0.00	0.61	50.99	0	0	107	35	0	17.68	80.00	28.30	21.92	7.56	0.818	12.421	2	4
154	38.030353	-5.727826	623.75	623.77	0.02	0.00	3.34	49.24	0	0	126	78	0	10.61	80.00	21.92	11.68	11.95	0.820	12.472	2	7
155	38.030775	-5.727654	624.50	625.41	0.91	0.00	1.92	314.27	0	0	117	118	0	13.57	80.00	11.68	13.57	83.94	0.823	12.521	14	3
156	38.033535	-5.726858	631.00	631.45	0.45	0.00	1.85	72.02	0	0	116	117	0	13.75	80.00	13.57	13.75	18.87	0.846	12.835	14	2
157	38.034158	-5.726629	633.00	632.78	-0.22	0.00	2.46	31.25	0	0	120	110	0	12.27	80.00	13.75	12.27	8.73	0.852	12.907	24	2
158	38.034398	-5.726443	633.50	633.55	0.05	0.00	2.22	120.10	0	0	119	120	0	12.83	80.00	12.27	12.83	33.79	0.854	12.938	14	2
159	38.035122	-5.725426	635.25	636.22	0.97	0.00	3.61	95.77	0	0	128	125	0	10.19	80.00	12.83	10.19	32.90	0.863	13.059	24	3
160	38.035863	-5.724868	639.75	639.67	-0.08	0.00	5.56	52.02	0	0	140	137	0	8.01	80.00	10.19	8.01	22.78	0.873	13.154	24	3
161	38.036177	-5.724429	643.00	642.56	-0.44	0.00	7.01	102.43	0	0	150	149	0	7.02	80.00	8.01	7.02	52.36	0.879	13.206	24	2
162	38.036510	-5.723343	648.00	649.72	1.72	0.00	5.68	226.17	0	0	141	141	0	7.92	80.00	7.02	7.92	103.01	0.893	13.309	14	2
163	38.037144	-5.720897	663.25	662.55	-0.70	0.00	1.55	79.34	0	0	114	123	0	14.58	80.00	7.92	14.58	22.22	0.922	13.535	14	5
164	38.037377	-5.720042	664.50	663.78	-0.72	0.00	-0.19	20.37	0	0	99	108	0	20.67	80.00	14.58	16.63	4.63	0.928	13.614	1	2
165	38.037457	-5.719833	664.00	663.74	-0.26	0.00	-1.55	17.85	0	0	38	60	0	22.47	80.00	16.63	18.19	3.68	0.929	13.635	1	2
166	38.037539	-5.719658	663.25	663.47	0.22	0.00	-1.19	36.07	0	0	56	62	0	22.14	80.00	18.19	19.67	6.82	0.930	13.653	1	2
167	38.037777	-5.719378	662.00	663.04	1.04	0.00	1.25	80.40	0	0	112	101	0	15.50	80.00	19.67	15.79	16.75	0.932	13.689	2	3
168	38.038393	-5.718896	663.25	664.04	0.79	0.00	2.02	36.11	0	0	117	105	0	13.33	80.00	15.79	13.77	8.94	0.937	13.769	2	2
169	38.038698	-5.718753	664.50	664.77	0.27	0.00	2.53	16.55	0	0	121	109	0	12.12	80.00	13.77	12.78	4.60	0.940	13.805	2	1
170	38.038839	-5.718692	665.00	665.19	0.19	0.00	2.55	15.31	0	0	121	130	0	12.07	80.00	12.78	12.78	4.31	0.941	13.822	4	1
171	38.038965	-5.718621	665.50	665.58	0.08	0.00	2.67	11.31	0	0	122	109	0	11.83	80.00	12.78	12.17	3.31	0.942	13.837	2	1
172	38.039049	-5.718548	665.75	665.88	0.13	0.00	2.41	10.98	0	0	120	117	0	12.38	80.00	12.17	12.17	3.25	0.943	13.848	4	1
173	38.039116	-5.718456	665.75	666.15	0.40	0.00	2.91	6.41	0	0	123	134	0	11.36	80.00	12.17	12.17	1.90	0.944	13.859	4	1
174	38.039149	-5.718396	666.00	666.33	0.33	0.00	3.32	6.40	0	0	126	113	0	10.63	80.00	12.17	11.66	2.02	0.944	13.866	2	1
175	38.039195	-5.718352	666.00	666.55	0.55	0.00	4.00	6.36	0	0	130	117	0	9.64	80.00	11.66	10.82	2.05	0.945	13.872	2	1
176	38.039249	-5.718328	666.50	666.80	0.30	0.00	3.75	6.33	0	0	129	116	0	9.98	80.00	10.82	10.32	2.19	0.945	13.878	2	1
177	38.039306	-5.718326	667.00	667.04	0.04	0.00	4.88	3.41	0	0	136	122	0	8.63	80.00	10.32	9.85	1.29	0.946	13.885	2	1
178	38.039336	-5.718334	667.00	667.20	0.20	0.00	3.99	9.82	0	0	130	133	0	9.66	80.00	9.85	9.85	3.59	0.946	13.888	4	1
179	38.039409	-5.718271	667.75	667.60	-0.15	0.00	4.57	3.66	0	0	134	121	0	8.96	80.00	9.85	9.46	1.40	0.947	13.898	2	1
180	38.039428	-5.718237	668.00	667.76	-0.24	0.00	6.33	8.75	0	0	145	131	0	7.44	80.00	9.46	7.60	3.76	0.948	13.902	2	2
181	38.039458	-5.718145	668.75	668.32	-0.43	0.00	4.69	26.77	0	0	135	139	0	8.83	80.00	7.60	8.83	11.15	0.949	13.910	14	2
182	38.039476	-5.717841	669.75	669.57	-0.18	0.00	4.36	22.81	0	0	133	135	0	9.20	80.00	8.83	9.20	8.96	0.952	13.937	14	2
183	38.039492	-5.717582	670.75	670.56	-0.19	0.00	6.50	24.68	0	0	146	142	0	7.33	80.00	9.20	7.33	11.69	0.954	13.960	24	3
184	38.039508	-5.717302	671.75	672.16	0.41	0.00	3.01	59.32	0	0	124	129	0	11.18	80.00	7.33	11.18	20.26	0.958	13.985	14	4
185	38.039537	-5.716627	674.25	673.95	-0.30	0.00	3.75	12.80	0	0	129	116	0	9.99	80.00	11.18	10.08	4.35	0.963	14.044	2	1
186	38.039525	-5.716482	674.75	674.43	-0.32	0.00	2.62	42.79	0	0	121	128	0	11.93	80.00	10.08	11.93	13.40	0.965	14.057	14	3
187	38.039354	-5.716045	675.50	675.55	0.05	0.00	2.42	43.20	0	0	120	123	0	12.38	80.00	11.93	12.38	12.62	0.968	14.100	14	2
188	38.039159	-5.715619	676.50	676.59	0.09	0.00	1.75	34.87	0	0	115	125	0	14.04	80.00	12.38	14.04	9.43	0.972	14.143	14	2
189	38.038999	-5.715277	677.25	677.20	-0.05	0.00	1.43	16.54	0	0	113	103	0	14.96	80.00	14.04	14.04	4.24	0.974	14.178	4	1
190	38.038933	-5.715108	677.50	677.44	-0.06	0.00	3.53	11.58	0	0	127	115	0	10.30	80.00	14.04	12.40	3.20	0.976	14.194	2	2
191	38.038955	-5.714979	678.00	677.85	-0.15	0.00	2.64	74.52	0	0	121	120	0	11.89	80.00	12.40	11.89	22.49	0.976	14.206	24	2
192	38.039224	-5.714201	680.00	679.81	-0.19	0.00	1.62	65.33	0	0	114	122	0	14.38	80.00	11.89	14.38	17.18	0.983	14.280	14	3
193	38.039476	-5.713528	681.00	680.87	-0.13	0.00	0.84	51.14	0	0	109	119	0	16.85	80.00	14.38	16.55	11.71	0.987	14.346	1	2
194	38.039678	-5.713004	681.50	681.31	-0.19	0.00	0.06	28.34	0	0	101	111	0	19.68	80.00	16.55	18.03	5.88	0.991	14.397	1	1
195	38.039723	-5.712686	681.25	681.32	0.07	0.00	0.14	88.19	0	0	102	109	0	19.40	80.00	18.03	19.40	16.77	0.992	14.425	14	2
196	38.039765	-5.711682	681.50	681.45	-0.05	0.00	-0.26	32.19	0	0	97	81	0	20.90	80.00	19.40	19.40	5.97	0.997	14.513	4	1
197	38.039786	-5.711316	681.00	681.37	0.37	0.00	0.60	137.37	0	0	107	102	0	17.69	80.00	19.40	17.69	27.35	0.999	14.545	24	2
198	38.039831	-5.709751	682.00	682.20	0.20	0.00	1.82	61.81	0	0	116	104	0	13.84	80.00	17.69	14.07	14.36	1.006	14.683	2	3
199	38.039878	-5.709049	683.50	683.32	-0.18	0.00	6.97	84.62	0	0	149	147	0	7.05	80.00	14.07	7.05	40.25	1.010	14.745	24	5
200	38.039918	-5.708088	685.25	689.20	3.95	0.00	1.79	768.49	0	0	116	117	0	13.91	80.00	7.05	13.91	201.51	1.021	14.829	14	5
201	38.040289	-5.699341	703.50	702.98	-0.52	0.00	-0.44	46.95	0	0	92	102	0	21.39	80.00	13.91	18.34	10.30	1.077	15.598	1	3
202	38.040487	-5.698868	702.75	702.77	0.02	0.00	-0.51	73.87	0	0	90	99	0	21.53	80.00	18.34	20.62	13.37	1.080	15.645	1	2
203	38.040954	-5.698268	703.00	702.39	-0.61	0.00	-1.04	117.91	0	0	64	70	0	22.06	80.00	20.62	22.06	19.81	1.084	15.719	14	2
204	38.041804	-5.697462	701.00	701.16	0.16	0.00	-0.51	36.67	0	0	90	96	0	21.52	80.00	22.06	22.06	5.98	1.089	15.836	4	1
205	38.042050	-5.697183	701.00	700.98	-0.02	0.00	-0.80	40.20	0	0	77	73	0	21.91	80.00	22.06	21.91	6.60	1.091	15.873	204	2
206	38.042257	-5.696807	700.75	700.65	-0.10	0.00	-1.26	60.12	0	0	52	56	0	22.19	80.00	21.91	22.19	9.79	1.093	15.913	14	2
207	38.042510	-5.696201	699.25	699.89	0.64	0.00	1.10	65.92	0	0	111	77	0	15.97	80.00	22.19	16.91	12.94	1.096	15.973	2	4
208	38.042782	-5.695533	699.75	700.62	0.87	0.00	1.87	58.65	0	0	116	105	0	13.71	80.00	16.91	13.69	14.00	1.099	16.039	2	2
209	38.043026	-5.694940	701.50	701.72	0.22	0.00	3.80	22.39	0	0	129	116	0	9.92	80.00	13.69	10.70	6.79	1.103	16.098	2	3
210	38.043073	-5.694692	702.50	702.57	0.07	0.00	3.02	41.28	0	0	124	126	0	11.16	80.00	10.70	11.16	13.37	1.105	16.120	14	2
211	38.043089	-5.694222	703.75	703.81	0.06	0.00	5.58	26.58	0	0	141	133	0	8.00	80.00	11.16	8.00	10.92	1.109	16.162	24	3
212	38.043157	-5.693932	705.25	705.29	0.04	0.00	5.98	59.29	0	0	143	143	0	7.69	80.00	8.00	7.69	27.74	1.112	16.188	24	2
213	38.043486	-5.693401	709.25	708.83	-0.42	0.00	3.23	62.46	0	0	125	130	0	10.79	80.00	7.69	10.79	21.73	1.120	16.248	14	3
214	38.043812	-5.692821	711.50	710.85	-0.65	0.00	0.92	38.69	0	0	109	120	0	16.59	80.00	10.79	15.13	10.45	1.126	16.310	1	3
215	38.043989	-5.692441	712.00	711.21	-0.79	0.00	-2.07	105.64	0	0	17	60	0	23.78	40.13	15.13	23.55	18.89	1.128	16.349	1	5
216	38.044395	-5.691352	710.00	709.02	-0.98	0.00	-2.90	88.25	0	0	0	29	0	27.51	39.42	23.55	26.42	12.26	1.134	16.454	1	3
217	38.044771	-5.690466	706.75	706.46	-0.29	0.00	-5.98	38.33	0	0	-130	0	0	36.63	36.63	26.42	31.08	4.77	1.137	16.543	10	3
218	38.044961	-5.690102	703.75	704.17	0.42	0.00	-3.06	65.82	0	0	0	0	0	28.48	39.28	31.08	30.18	7.79	1.138	16.581	20	1
219	38.045369	-5.689558	702.00	702.16	0.16	0.00	-1.52	37.58	0	0	39	0	0	22.43	80.00	30.18	27.62	4.71	1.141	16.647	20	2
220	38.045576	-5.689219	701.50	701.59	0.09	0.00	-1.75	12.10	0	0	29	0	0	22.84	80.00	27.62	27.04	1.62	1.142	16.684	20	1
221	38.045605	-5.689086	701.25	701.38	0.13	0.00	-1.86	24.05	0	0	25	0	0	23.10	80.00	27.04	26.06	3.28	1.142	16.696	20	1
222	38.045612	-5.688812	700.75	700.93	0.18	0.00	-1.28	42.29	0	0	51	0	0	22.20	80.00	26.06	23.53	6.15	1.143	16.721	20	2
223	38.045618	-5.688330	699.75	700.39	0.64	0.00	0.32	45.53	0	0	104	48	0	18.73	80.00	23.53	19.82	7.93	1.145	16.763	2	3
224	38.045611	-5.687811	700.50	700.53	0.03	0.00	0.72	23.35	0	0	108	97	0	17.27	80.00	19.82	18.86	4.38	1.147	16.808	2	1
225	38.045603	-5.687545	701.00	700.70	-0.30	0.00	-0.14	50.34	0	0	99	109	0	20.50	80.00	18.86	20.00	9.21	1.148	16.832	1	1
226	38.045550	-5.686975	701.00	700.63	-0.37	0.00	-1.01	30.31	0	0	66	73	0	22.04	80.00	20.00	20.71	5.32	1.151	16.882	1	1
227	38.045506	-5.686634	700.75	700.32	-0.43	0.00	-1.40	23.32	0	0	45	31	0	22.30	80.00	20.71	20.71	4.05	1.152	16.912	4	1
228	38.045489	-5.686369	700.00	700.00	-0.00	0.00	-1.14	12.72	0	0	59	46	0	22.11	80.00	20.71	20.71	2.21	1.154	16.936	4	1
229	38.045512	-5.686227	699.75	699.85	0.10	0.00	-1.16	6.50	0	0	58	44	0	22.13	80.00	20.71	20.71	1.13	1.154	16.948	4	1
230	38.045544	-5.686165	699.50	699.78	0.28	0.00	-0.48	13.16	0	0	91	83	0	21.47	80.00	20.71	20.71	2.29	1.155	16.955	4	1
231	38.045622	-5.686052	699.50	699.71	0.21	0.00	0.31	26.51	0	0	104	69	0	18.79	80.00	20.71	19.38	4.89	1.155	16.968	2	2
232	38.045827	-5.685897	699.25	699.80	0.55	0.00	2.43	38.48	0	0	120	108	0	12.35	80.00	19.38	14.93	8.26	1.157	16.995	2	3
233	38.046142	-5.685714	700.50	700.73	0.23	0.00	2.51	43.53	0	0	121	109	0	12.16	80.00	14.93	12.16	11.80	1.159	17.033	24	3
234	38.046456	-5.685417	701.50	701.82	0.32	0.00	2.60	30.85	0	0	121	119	0	11.98	80.00	12.16	11.98	9.26	1.162	17.077	24	2
235	38.046659	-5.685177	702.25	702.62	0.37	0.00	5.10	19.64	0	0	137	124	0	8.42	80.00	11.98	8.45	7.10	1.165	17.107	2	2
236	38.046790	-5.685027	703.75	703.63	-0.12	0.00	5.92	33.06	0	0	143	141	0	7.73	80.00	8.45	7.73	15.30	1.167	17.127	24	2
237	38.046963	-5.684721	705.75	705.58	-0.17	0.00	3.85	47.43	0	0	129	133	0	9.84	80.00	7.73	9.84	17.85	1.171	17.160	14	3
238	38.047187	-5.684261	708.00	707.40	-0.60	0.00	3.05	28.13	0	0	124	131	0	11.11	80.00	9.84	11.11	9.40	1.176	17.208	14	2
239	38.047295	-5.683971	708.75	708.26	-0.49	0.00	0.78	86.99	0	0	108	119	0	17.09	80.00	11.11	17.06	20.91	1.178	17.236	1	4
240	38.047420	-5.682992	708.75	708.94	0.19	0.00	0.89	41.92	0	0	109	104	0	16.70	80.00	17.06	16.70	9.00	1.184	17.323	24	2
241	38.047479	-5.682520	709.75	709.31	-0.44	0.00	-0.36	22.76	0	0	95	104	0	21.20	80.00	16.70	18.25	4.68	1.187	17.365	1	2
242	38.047517	-5.682265	709.25	709.22	-0.03	0.00	-0.47	23.66	0	0	91	101	0	21.44	80.00	18.25	19.27	4.47	1.188	17.387	1	1
243	38.047599	-5.682016	709.00	709.11	0.11	0.00	0.06	26.92	0	0	101	97	0	19.68	80.00	19.27	19.27	5.03	1.189	17.411	4	1
244	38.047720	-5.681750	708.50	709.13	0.63	0.00	1.33	105.45	0	0	112	103	0	15.26	80.00	19.27	15.26	22.97	1.191	17.438	24	4
245	38.048188	-5.680704	709.25	710.53	1.28	0.00	2.92	50.01	0	0	123	113	0	11.34	80.00	15.26	11.34	14.15	1.197	17.543	24	4
246	38.048404	-5.680204	711.50	711.99	0.49	0.00	3.50	22.52	0	0	127	120	0	10.36	80.00	11.34	10.36	7.62	1.201	17.593	24	2
247	38.048526	-5.679999	713.00	712.78	-0.22	0.00	3.71	16.59	0	0	128	133	0	10.04	80.00	10.36	10.36	5.76	1.203	17.616	4	1
248	38.048659	-5.679913	713.50	713.39	-0.11	0.00	6.42	27.96	0	0	146	140	0	7.38	80.00	10.36	7.38	12.74	1.205	17.632	24	3
249	38.048894	-5.679800	714.75	715.18	0.43	0.00	4.49	73.31	0	0	134	135	0	9.05	80.00	7.38	9.05	29.52	1.208	17.660	14	2
250	38.049524	-5.679552	718.50	718.47	-0.03	0.00	2.64	33.73	0	0	121	131	0	11.91	80.00	9.05	11.91	11.07	1.216	17.734	14	3
251	38.049804	-5.679403	720.00	719.36	-0.64	0.00	1.33	12.13	0	0	112	124	0	15.26	80.00	11.91	13.18	3.43	1.220	17.767	1	1
252	38.049876	-5.679299	719.75	719.52	-0.23	0.00	0.86	14.73	0	0	109	120	0	16.80	80.00	13.18	14.53	3.80	1.220	17.780	1	2
253	38.049925	-5.679143	719.00	719.65	0.65	0.00	1.54	22.08	0	0	114	113	0	14.63	80.00	14.53	14.53	5.47	1.222	17.794	4	1
254	38.049963	-5.678896	719.50	719.99	0.49	0.00	2.48	11.36	0	0	120	108	0	12.24	80.00	14.53	13.63	2.93	1.223	17.816	2	1
255	38.050005	-5.678778	720.00	720.27	0.27	0.00	3.11	11.56	0	0	125	112	0	11.01	80.00	13.63	12.40	3.21	1.224	17.828	2	1
256	38.050096	-5.678714	720.50	720.63	0.13	0.00	6.10	12.55	0	0	144	129	0	7.60	80.00	12.40	8.82	4.41	1.225	17.839	2	3
257	38.050206	-5.678682	721.25	721.39	0.14	0.00	12.29	36.22	0	0	150	148	0	4.26	80.00	8.82	4.26	29.34	1.226	17.852	24	4
258	38.050529	-5.678652	723.75	725.81	2.06	0.00	4.91	82.69	0	0	136	138	0	8.60	80.00	4.26	8.60	35.57	1.234	17.888	14	4
259	38.051268	-5.678542	730.00	729.87	-0.13	0.00	4.05	11.47	0	0	131	141	0	9.58	80.00	8.60	9.58	4.48	1.244	17.971	14	2
260	38.051367	-5.678505	730.75	730.33	-0.42	0.00	4.19	6.96	0	0	132	135	0	9.39	80.00	9.58	9.58	2.62	1.245	17.982	4	1
261	38.051422	-5.678467	731.25	730.62	-0.63	0.00	4.26	16.96	0	0	132	129	0	9.31	80.00	9.58	9.31	6.54	1.246	17.989	24	2
262	38.051532	-5.678333	731.75	731.34	-0.41	0.00	2.12	75.13	0	0	118	124	0	13.07	80.00	9.31	13.07	21.99	1.248	18.006	14	4
263	38.051978	-5.677689	732.75	732.94	0.19	0.00	4.61	53.88	0	0	134	128	0	8.91	80.00	13.07	8.91	20.12	1.254	18.081	24	4
264	38.052327	-5.677263	733.50	735.42	1.92	0.00	2.19	96.78	0	0	118	123	0	12.91	80.00	8.91	12.91	28.37	1.260	18.135	14	4
265	38.053014	-5.676584	737.50	737.53	0.03	0.00	2.22	11.38	0	0	119	120	0	12.83	80.00	12.91	12.91	3.17	1.267	18.232	4	1
266	38.053087	-5.676493	738.25	737.79	-0.46	0.00	1.04	11.00	0	0	110	121	0	16.17	80.00	12.91	13.87	2.89	1.268	18.243	1	1
267	38.053130	-5.676380	738.50	737.90	-0.60	0.00	-1.45	72.69	0	0	42	60	0	22.35	80.00	13.87	19.83	15.04	1.269	18.254	1	4
268	38.053248	-5.675565	737.50	736.84	-0.66	0.00	-1.87	76.37	0	0	24	57	0	23.13	80.00	19.83	23.13	12.64	1.273	18.327	14	3
269	38.053373	-5.674709	736.00	735.42	-0.58	0.00	-4.49	31.38	0	0	0	44	0	36.10	38.01	23.13	27.04	4.44	1.277	18.403	1	3
270	38.053398	-5.674353	735.50	734.01	-1.49	0.00	-14.23	39.96	0	0	-705	0	-834	23.00	23.00	27.04	23.00	6.18	1.278	18.435	35	2
271	38.053345	-5.673907	730.75	728.38	-2.37	0.00	-7.74	62.35	0	0	-314	0	0	34.94	34.94	23.00	34.81	7.65	1.280	18.475	10	7
272	38.053214	-5.673218	722.25	723.57	1.32	0.00	-5.04	13.47	0	0	-24	0	0	37.51	37.51	34.81	35.13	1.37	1.282	18.537	10	1
273	38.053151	-5.673087	721.50	722.89	1.39	0.00	-1.10	15.07	0	0	61	0	0	22.10	80.00	35.13	33.49	1.58	1.282	18.551	20	1
274	38.053039	-5.672990	722.00	722.73	0.73	0.00	2.56	28.89	0	0	121	0	0	12.06	80.00	33.49	26.45	3.49	1.283	18.566	20	4
275	38.052809	-5.672836	723.75	723.47	-0.28	0.00	0.90	55.88	0	0	109	51	0	16.64	80.00	26.45	19.75	9.04	1.284	18.595	2	4
276	38.052448	-5.672392	724.25	723.97	-0.28	0.00	0.39	16.28	0	0	105	119	0	18.48	80.00	19.75	19.75	2.97	1.286	18.650	4	1
277	38.052393	-5.672220	724.75	724.03	-0.72	0.00	-1.02	7.21	0	0	65	72	0	22.05	80.00	19.75	19.94	1.28	1.287	18.667	1	1
278	38.052408	-5.672140	724.50	723.96	-0.54	0.00	-7.46	10.73	0	0	-286	0	0	35.21	35.21	19.94	23.25	1.79	1.287	18.674	10	2
279	38.052420	-5.672019	724.25	723.16	-1.09	0.00	-8.15	54.59	0	0	-354	0	0	34.53	34.53	23.25	34.60	6.71	1.288	18.685	10	7
280	38.052708	-5.671517	718.75	718.73	-0.02	0.00	-8.69	35.24	0	0	-405	0	-447	33.99	33.99	34.60	33.99	3.73	1.290	18.739	35	2
281	38.052843	-5.671155	715.75	715.68	-0.07	0.00	-10.76	38.38	0	0	-576	0	-762	30.57	30.57	33.99	30.57	4.49	1.291	18.774	35	2
282	38.052997	-5.670766	712.00	711.57	-0.43	0.00	-9.69	50.01	0	0	-494	0	-494	32.96	32.96	30.57	32.96	5.50	1.292	18.813	105	3
283	38.053192	-5.670255	706.00	706.75	0.75	0.00	-6.38	35.67	0	0	-174	0	0	36.25	36.25	32.96	35.78	3.72	1.293	18.863	10	2
284	38.053275	-5.669863	703.25	704.47	1.22	0.00	-2.72	27.68	0	0	0	0	0	26.38	39.57	35.78	34.28	2.85	1.295	18.899	20	1
285	38.053225	-5.669554	702.50	703.72	1.22	0.00	-1.10	31.93	0	0	61	0	0	22.09	80.00	34.28	31.02	3.53	1.295	18.926	20	2
286	38.053149	-5.669203	701.00	703.37	2.37	0.00	-0.57	22.95	0	0	88	0	0	21.63	80.00	31.02	28.45	2.79	1.296	18.958	20	2
287	38.053172	-5.668943	697.00	703.24	6.24	0.00	-0.34	18.74	0	0	95	0	0	21.15	80.00	28.45	26.30	2.48	1.297	18.981	20	2
288	38.053151	-5.668731	693.75	703.17	9.42	0.00	-0.28	12.54	0	0	97	0	0	20.96	80.00	26.30	24.89	1.78	1.298	19.000	20	1
289	38.053077	-5.668623	692.00	703.14	11.14	0.00	-0.27	14.63	0	0	97	0	0	20.94	80.00	24.89	23.30	2.20	1.298	19.012	20	2
290	38.052957	-5.668554	690.50	703.10	12.60	0.00	-0.23	20.79	0	0	98	40	0	20.81	80.00	23.30	21.90	3.38	1.299	19.027	2	2
291	38.052775	-5.668610	691.50	703.05	11.55	0.00	-0.81	13.58	0	0	77	77	0	21.91	80.00	21.90	21.90	2.23	1.300	19.048	4	1
292	38.052676	-5.668701	693.25	702.94	9.69	0.00	-0.57	58.67	0	0	88	83	0	21.63	80.00	21.90	21.63	9.76	1.300	19.061	204	2
293	38.052334	-5.669211	703.00	702.61	-0.39	0.00	-4.37	20.03	0	0	0	60	0	35.51	38.12	21.63	24.85	3.09	1.303	19.120	1	2
294	38.052167	-5.669297	702.75	701.73	-1.02	0.00	-2.70	62.83	0	0	0	28	0	26.21	39.59	24.85	26.21	8.74	1.304	19.140	10	2
295	38.051605	-5.669380	699.50	700.04	0.54	0.00	-1.53	14.29	0	0	39	0	0	22.44	80.00	26.21	25.46	2.01	1.306	19.203	20	1
296	38.051485	-5.669321	700.25	699.82	-0.43	0.00	-2.56	14.42	0	0	0	0	0	25.33	39.71	25.46	25.45	2.04	1.307	19.217	20	1
297	38.051432	-5.669171	699.50	699.45	-0.05	0.00	-2.59	15.45	0	0	0	0	0	25.49	39.69	25.45	25.45	2.18	1.308	19.232	0	1
298	38.051417	-5.668996	699.50	699.05	-0.45	0.00	-4.01	14.45	0	0	0	0	0	33.76	38.43	25.45	26.34	1.98	1.308	19.247	10	1
299	38.051444	-5.668835	698.75	698.48	-0.27	0.00	-9.73	17.72	0	0	-497	0	0	32.92	32.92	26.34	31.34	2.21	1.309	19.261	10	3
300	38.051537	-5.668672	696.50	696.76	0.26	0.00	-7.39	52.43	0	0	-279	0	-279	35.28	35.28	31.34	35.28	5.53	1.309	19.279	105	4
301	38.051639	-5.668090	691.75	692.89	1.14	0.00	-5.88	40.60	0	0	-119	0	-119	36.72	36.72	35.28	36.72	4.04	1.311	19.332	105	2
